Fecha	Hora	RECORD	batt_volt_Min	logger_temp	SWin_Avg	Ta_Avg	Rh_Avg	WiSp	WiDi	pressure	precip_Tot
6/1/2016	0:00:00	53446	12.73	-1.288	-0.2714989	1.4844	66.59111	0.894	122.7	747.9	0
6/1/2016	0:30:00	53447	12.7	-1.652	-0.0860877	0.7428715	68.57442	1.509	86.1	747.3	0
6/1/2016	1:00:00	53448	12.68	-2.013	-0.1324511	0.4913826	67.66154	1	87.8	747	0
6/1/2016	1:30:00	53449	12.66	-2.185	-0.1158948	0.6884294	62.95418	1.385	94.9	747	0
6/1/2016	2:00:00	53450	12.65	-2.4	-0.0165564	0.2157617	65.9238	1.447	94.5	746.7	0
6/1/2016	2:30:00	53451	12.64	-2.463	0	-0.008147642	66.0999	2.219	93.7	746.4	0
6/1/2016	3:00:00	53452	12.63	-2.655	-0.3211942	0.1801717	65.02814	1.232	111.7	746.4	0
6/1/2016	3:30:00	53453	12.62	-2.827	-0.1523227	0.1323172	63.86396	1.361	98.4	745.7	0
6/1/2016	4:00:00	53454	12.61	-2.935	-0.13248	0.1699972	60.75612	1.355	95.2	745.7	0
6/1/2016	4:30:00	53455	12.6	-3.15	-0.4372179	0.2595104	63.01985	0.677	157.9	746.4	0
6/1/2016	5:00:00	53456	12.59	-3.17	-0.1192468	-0.250933	56.67393	1.933	94.1	746.4	0
6/1/2016	5:30:00	53457	12.58	-3.278	-0.01656205	-0.3619455	57.83586	1.85	78.06	746.7	0
6/1/2016	6:00:00	53458	12.56	-3.385	-0.1026847	0.09898328	55.48573	1.241	98.9	746.7	0
6/1/2016	6:30:00	53459	12.55	-3.493	1.669455	0.3664975	55.24359	0.637	160.9	747	0
6/1/2016	7:00:00	53460	12.55	-3.642	19.08606	0.3613771	50.9374	0.439	100.5	747	0
6/1/2016	7:30:00	53461	12.55	-3.47	31.60357	0.6277192	49.31955	0.73	115.4	747.7	0
6/1/2016	8:00:00	53462	12.67	-1.821	266.3843	2.607212	38.91836	0.816	153.3	748.6	0
6/1/2016	8:30:00	53463	14.04	0.223	235.0055	3.362465	37.33683	3.083	93.5	748.6	0
6/1/2016	9:00:00	53464	14.1	2.119	460.3935	4.18534	35.41521	5.245	83.8	748.8	0
6/1/2016	9:30:00	53465	14.09	3.87	644.4121	4.535668	40.47317	6.538	75.32	749.1	0
6/1/2016	10:00:00	53466	14.08	5.097	768.1783	4.748724	42.02481	6.979	72.23	749.4	0
6/1/2016	10:30:00	53467	14.05	6.177	864.5676	5.013494	47.2517	6.229	64.18	748.8	0
6/1/2016	11:00:00	53468	14.04	6.308	902.212	4.125412	59.28007	9.1	63.15	749.3	0
6/1/2016	11:30:00	53469	14.04	6.635	987.4648	4.430435	56.70287	7.731	60.41	749.3	0
6/1/2016	12:00:00	53470	14.02	7.333	1035.786	5.12887	51.53205	7.027	57.12	748.3	0
6/1/2016	12:30:00	53471	14.01	7.751	1040.979	5.314935	49.0543	8.1	61.4	747.9	0
6/1/2016	13:00:00	53472	14	8.13	1037.433	5.770813	47.62759	7.024	65.86	747.6	0
6/1/2016	13:30:00	53473	13.99	8.15	663.4154	5.57228	47.08582	7.159	63.96	747.3	0
6/1/2016	14:00:00	53474	14.01	8.26	629.0766	5.670142	49.1737	7.119	68.12	746.6	0
6/1/2016	14:30:00	53475	14.01	8.15	478.9948	5.722449	49.82022	6.303	73.71	746.1	0
6/1/2016	15:00:00	53476	14.02	7.706	266.7207	5.499296	51.21722	6.105	72.8	745.5	0
6/1/2016	15:30:00	53477	14.05	7.137	215.1213	5.320401	53.51041	5.458	74.92	745.3	0
6/1/2016	16:00:00	53478	14.07	6.744	155.3951	5.303951	53.76507	5.724	75.84	745.3	0
6/1/2016	16:30:00	53479	14.08	6.068	117.735	4.824036	55.52883	5.79	69.68	745.7	0
6/1/2016	17:00:00	53480	13.59	5.722	124.7321	4.763651	57.09167	5.17	66.34	745.8	0
6/1/2016	17:30:00	53481	13.6	5.074	73.1419	4.520823	58.14819	3.923	68.06	746.1	0
6/1/2016	18:00:00	53482	13.4	4.902	24.45808	4.693281	58.03115	3.085	63.37	747.1	0
6/1/2016	18:30:00	53483	13.31	4.127	0.8833547	3.849169	65.41428	2.186	71.94	747.4	0
6/1/2016	19:00:00	53484	13.23	2.736	-0.195199	2.422011	76.89544	1.466	51.17	747.5	0
6/1/2016	19:30:00	53485	13.17	1.735	0	2.327192	75.19964	1.165	80.6	747.8	0
6/1/2016	20:00:00	53486	13.11	0.969	-0.09598933	2.264929	73.38474	0.903	89.5	748.2	0
6/1/2016	20:30:00	53487	13.05	0.648	0	1.992887	73.95346	2.308	85.5	748.6	0
6/1/2016	21:00:00	53488	13	0.266	-0.1026146	1.777731	74.43837	1.469	103.6	748.7	0
6/1/2016	21:30:00	53489	12.95	-0.33	-0.1754379	1.085368	79.57802	1.224	87.9	748.9	0
6/1/2016	22:00:00	53490	12.9	-0.777	0	1.03254	76.62906	1.235	88.1	748.9	0
6/1/2016	22:30:00	53491	12.86	-1.139	0	0.8656648	77.45043	1.343	83.2	748.6	0
6/1/2016	23:00:00	53492	12.82	-1.331	0	0.910104	77.23951	1.592	85.9	748.3	0
6/1/2016	23:30:00	53493	12.78	-1.374	0	1.012206	76.13102	1.834	85.3	748.3	0
6/2/2016	0:00:00	53494	12.75	-1.543	0	1.114126	74.77094	1.285	82.5	748.3	0
6/2/2016	0:30:00	53495	12.72	-1.692	-0.4635783	1.362289	74.03841	0.767	154	748.1	0
6/2/2016	1:00:00	53496	12.69	-1.927	-0.1158948	1.348281	73.53586	0.691	96.5	747.6	0
6/2/2016	1:30:00	53497	12.67	-2.162	-0.5960305	1.095396	76.08952	0.529	184.8	747.3	0
6/2/2016	2:00:00	53498	12.65	-2.291	-0.1026497	1.055239	73.2878	1.048	82.2	747	0
6/2/2016	2:30:00	53499	12.64	-2.314	0	1.044712	72.39914	0.897	93.1	746.6	0
6/2/2016	3:00:00	53500	12.63	-2.099	0	0.9004322	68.51473	2.643	84.9	746	0
6/2/2016	3:30:00	53501	12.62	-1.864	0	0.7456181	66.71232	3.436	86.6	745.6	0
6/2/2016	4:00:00	53502	12.61	-1.735	-0.06291433	0.8690267	64.8465	2.783	96.7	746	0
6/2/2016	4:30:00	53503	12.6	-1.692	-0.1158948	0.8544515	65.08368	3.015	88.2	746	0
6/2/2016	5:00:00	53504	12.59	-1.692	-0.00331128	0.7437189	65.10318	2.854	85.3	746.3	0
6/2/2016	5:30:00	53505	12.58	-1.844	-0.009933841	0.5048391	67.08046	2.091	94.9	746.6	0
6/2/2016	6:00:00	53506	12.57	-2.079	-0.1324512	0.095413	69.39619	1.607	100.7	747	0
6/2/2016	6:30:00	53507	12.56	-2.526	1.516575	-0.3729046	75.61995	1.04	117.9	747.3	0
6/2/2016	7:00:00	53508	12.55	-2.72	15.93746	-0.3374014	73.64911	1.424	84.1	747.7	0
6/2/2016	7:30:00	53509	12.55	-2.869	27.05846	-0.1679369	77.99415	0.437	132.1	748.3	0
6/2/2016	8:00:00	53510	12.62	-1.672	287.9442	0.8947118	79.58765	0.848	153.7	749.3	0
6/2/2016	8:30:00	53511	14.08	0.501	433.7665	1.552644	74.92411	1.882	70.15	749.5	0
6/2/2016	9:00:00	53512	14.05	2.438	555.8141	3.047232	63.78339	2.852	74.12	749.5	0
6/2/2016	9:30:00	53513	14.04	4.256	685.2406	4.176269	57.38913	3.127	56.48	750.1	0
6/2/2016	10:00:00	53514	14.02	5.722	795.5992	4.345986	59.65461	3.753	55.6	750	0
6/2/2016	10:30:00	53515	13.99	6.787	905.0735	4.571745	58.91905	4.44	51.5	749.9	0
6/2/2016	11:00:00	53516	13.99	7.245	971.368	4.446634	57.13107	6.487	52.94	749.9	0
6/2/2016	11:30:00	53517	13.99	7.487	1003.474	4.697189	52.98837	7.341	58.45	748.9	0
6/2/2016	12:00:00	53518	13.99	7.794	927.461	4.882386	51.83238	6.594	58.32	749.2	0
6/2/2016	12:30:00	53519	13.99	7.552	655.9601	4.584893	53.31404	7.28	63.52	748.8	0
6/2/2016	13:00:00	53520	14.01	7.444	782.1016	4.789752	55.19011	6.906	58.21	748	0
6/2/2016	13:30:00	53521	14	7.993	1043.989	5.324103	51.38166	8.13	56.94	746.9	0
6/2/2016	14:00:00	53522	13.99	8.33	742.9236	5.560558	50.55188	7.898	69.67	747.3	0
6/2/2016	14:30:00	53523	14	7.993	362.9601	5.305917	52.18705	6.956	67.74	746.3	0
6/2/2016	15:00:00	53524	14.02	7.598	377.3357	5.043722	51.85663	6.716	62.92	746.3	0
6/2/2016	15:30:00	53525	14.04	7.094	234.4594	4.900177	55.37274	6.203	60.87	745.7	0
6/2/2016	16:00:00	53526	14.06	6.439	166.4083	4.327785	60.48243	7.068	61.77	746	0
6/2/2016	16:30:00	53527	14.08	6.005	158.0037	4.229712	63.32892	4.494	62.11	746.1	0
6/2/2016	17:00:00	53528	14.09	5.68	140.893	4.23111	65.46247	3.687	71.13	746.5	0
6/2/2016	17:30:00	53529	13.53	5.291	79.74042	4.04895	70.60758	1.032	176	746.5	0
6/2/2016	18:00:00	53530	13.38	4.622	14.09939	3.097902	81.75911	1.879	247.4	747.4	0
6/2/2016	18:30:00	53531	13.29	3.784	0.4168628	2.471248	87.24678	0.608	13.3	747.8	0
6/2/2016	19:00:00	53532	13.22	2.652	-0.05955219	2.109051	85.84549	1.319	76.52	747.8	0
6/2/2016	19:30:00	53533	13.15	1.692	-0.112519	1.964693	84.18475	1.001	88	748.2	0
6/2/2016	20:00:00	53534	13.09	1.394	-0.5957761	1.2497	97.98805	1.362	238.3	748.8	0
6/2/2016	20:30:00	53535	13.04	1.437	-0.5958223	1.17898	96.82977	1.014	13.66	749.2	0
6/2/2016	21:00:00	53536	12.99	1.012	-0.4236974	1.196148	94.01098	0.76	34.37	749.5	0
6/2/2016	21:30:00	53537	12.94	0.33	-0.07282328	0.9071051	92.15234	1.184	86.5	749.6	0
6/2/2016	22:00:00	53538	12.9	-0.244	-0.02648119	0.7941554	84.97273	2.054	81.7	748.9	0
6/2/2016	22:30:00	53539	12.85	-0.563	-0.4369802	0.6182705	92.72458	0.695	204.4	748.9	0
6/2/2016	23:00:00	53540	12.81	-1.053	-0.3112175	0.1956686	88.52171	1.329	107.6	748.6	0
6/2/2016	23:30:00	53541	12.77	-1.437	-0.1556194	0.3947753	86.65878	0.869	100.8	748.6	0
6/3/2016	0:00:00	53542	12.74	-0.99	-0.5794597	-0.02495747	99.22049	0.864	224.3	748.6	0
6/3/2016	0:30:00	53543	12.71	-0.927	-0.5959776	-0.7473792	99.87983	1.157	105.2	748.3	0
6/3/2016	1:00:00	53544	12.68	-1.033	-0.5959664	-1.121688	101.4213	0.898	90.1	748.3	0
6/3/2016	1:30:00	53545	12.67	-0.884	-0.5959684	-1.010399	101.888	1.871	76.3	747.9	0
6/3/2016	2:00:00	53546	12.65	-0.884	-0.5959882	-1.14488	102.1244	2.662	77.69	747.6	0
6/3/2016	2:30:00	53547	12.63	-1.139	-0.5960054	-1.001957	102.0741	3.011	83.8	747.3	0
6/3/2016	3:00:00	53548	12.62	-1.374	-0.5562662	-0.4738099	97.80867	1.707	90.3	746.6	0
6/3/2016	3:30:00	53549	12.62	-1.268	-0.1158888	0.5710667	84.19551	1.155	91.7	746.6	0
6/3/2016	4:00:00	53550	12.61	-1.394	-0.006621897	0.6986849	78.0294	0.686	64.11	746.3	0
6/3/2016	4:30:00	53551	12.6	-1.629	0	0.2148352	76.71436	2.329	85	746.3	0
6/3/2016	5:00:00	53552	12.59	-1.801	0	-0.1654415	77.26007	3.167	82.8	746.3	0
6/3/2016	5:30:00	53553	12.58	-2.056	-0.2218558	0.6183937	71.55971	0.84	110.3	747	0
6/3/2016	6:00:00	53554	12.56	-2.442	-0.1291399	0.2015857	73.81931	1.03	100.7	747.2	0
6/3/2016	6:30:00	53555	12.55	-2.549	1.258287	0.3705794	71.54778	1.092	133	747.4	0
6/3/2016	7:00:00	53556	12.54	-2.698	12.21208	0.322424	72.20297	0.747	115.3	747.7	0
6/3/2016	7:30:00	53557	12.53	-2.698	22.23597	0.4429948	70.6412	1.01	96.8	747.9	0
6/3/2016	8:00:00	53558	12.54	-1.182	307.4535	2.42645	59.3828	1.018	89.3	748.6	0
6/3/2016	8:30:00	53559	14.05	1.48	447.3336	4.284956	52.54078	0.561	71.07	749.5	0
6/3/2016	9:00:00	53560	13.99	3.569	564.743	4.137536	52.07631	1.251	34.2	749.7	0
6/3/2016	9:30:00	53561	13.97	5.074	683.9155	4.352584	54.70471	3.226	55.63	750.1	0
6/3/2016	10:00:00	53562	13.97	6.068	798.1467	4.435493	59.1877	5.033	72.74	750.3	0
6/3/2016	10:30:00	53563	13.97	7.006	901.7411	4.722244	55.80177	5.21	67.52	749.9	0
6/3/2016	11:00:00	53564	13.97	7.774	985.252	5.099651	54.45518	5.367	79.01	749.9	0
6/3/2016	11:30:00	53565	13.95	8.72	1025.905	5.923086	51.29248	3.4	79.49	749.9	0
6/3/2016	12:00:00	53566	13.64	10.7	989.4617	7.693877	46.35345	1.519	68.5	749.2	0
6/3/2016	12:30:00	53567	13.88	10.58	322.1501	6.331482	55.53476	1.085	51.68	748.9	0
6/3/2016	13:00:00	53568	13.91	9.46	299.9999	5.069245	67.83234	1.463	247.2	748.6	0
6/3/2016	13:30:00	53569	13.95	9.19	378.0405	5.798041	63.45802	1.132	251.6	747.9	0
6/3/2016	14:00:00	53570	13.96	9.35	432.3214	6.001523	62.58052	0.812	115.4	747.9	0
6/3/2016	14:30:00	53571	13.94	9.93	540.8583	6.652672	61.03889	0.937	31.95	747.3	0
6/3/2016	15:00:00	53572	13.93	9.86	359.5891	6.333199	59.85551	1.298	274.4	746.6	0
6/3/2016	15:30:00	53573	13.57	8.75	170.3983	5.119612	67.39974	1.102	333.2	746.9	0.05
6/3/2016	16:00:00	53574	13.88	6.701	77.96268	2.914651	81.0071	0.886	242.1	747	0.62
6/3/2016	16:30:00	53575	13.95	5.097	105.8576	2.027602	87.38805	2.462	256.4	747.1	0
6/3/2016	17:00:00	53576	13.52	4.15	79.01274	1.772678	89.04739	0.841	347.7	747.1	0
6/3/2016	17:30:00	53577	14.12	3.506	124.5758	1.714308	90.69149	1.756	264.7	747.4	0
6/3/2016	18:00:00	53578	13.41	2.907	18.96768	1.235314	96.04607	1.713	245.2	747.5	0
6/3/2016	18:30:00	53579	13.31	2.438	-0.2945147	1.020571	96.57729	1.785	231.6	748.2	0
6/3/2016	19:00:00	53580	13.22	2.033	-0.5957053	0.6346194	99.24751	1.292	269	748.5	0
6/3/2016	19:30:00	53581	13.16	1.712	-0.5957248	0.6405817	100.4258	1.181	289.6	748.8	0
6/3/2016	20:00:00	53582	13.11	1.565	-0.5957409	0.5620567	99.48013	0.925	258.4	748.8	0
6/3/2016	20:30:00	53583	13.05	1.373	-0.5957911	0.4513783	100.4309	0.768	275.5	748.8	0
6/3/2016	21:00:00	53584	13	1.159	-0.5925148	0.918796	95.18478	0.426	6.21	749.2	0
6/3/2016	21:30:00	53585	12.95	0.628	-0.1423364	0.9755847	89.56507	0.937	41.44	749.2	0
6/3/2016	22:00:00	53586	12.9	0.117	0	0.9555619	84.42455	2.256	79.25	749.2	0
6/3/2016	22:30:00	53587	12.85	-0.33	0	0.8004659	80.1354	2.096	86.5	749.2	0
6/3/2016	23:00:00	53588	12.81	-0.606	0	0.6521598	79.946	2.884	85.5	748.9	0
6/3/2016	23:30:00	53589	12.78	-0.82	0	0.5872419	79.80323	2.88	84.4	748.9	0
6/4/2016	0:00:00	53590	12.74	-1.033	0	0.6017599	77.45839	2.462	87.3	748.6	0
6/4/2016	0:30:00	53591	12.71	-1.139	0	0.4904068	78.11288	3.055	85.9	748.6	0
6/4/2016	1:00:00	53592	12.68	-1.351	-0.1258191	0.408129	79.01094	1.984	90.3	748.3	0
6/4/2016	1:30:00	53593	12.66	-1.609	-0.07946613	0.4669251	77.14359	1.983	83.8	747.6	0
6/4/2016	2:00:00	53594	12.65	-1.801	-0.2351009	0.6187719	76.0844	1.102	108.5	747.3	0
6/4/2016	2:30:00	53595	12.63	-1.97	-0.2052994	0.554604	75.80427	1.297	98.4	746.6	0
6/4/2016	3:00:00	53596	12.62	-1.97	0	0.2042352	74.58242	2.801	84	746.3	0
6/4/2016	3:30:00	53597	12.62	-1.95	0	0.2523139	73.93108	2.485	84.8	746.3	0
6/4/2016	4:00:00	53598	12.61	-1.927	0	0.1826565	72.86938	3.261	84.1	746.3	0
6/4/2016	4:30:00	53599	12.6	-1.927	0	0.3316249	71.00301	2.509	88.2	746.3	0
6/4/2016	5:00:00	53600	12.59	-1.993	-0.1490076	0.4972503	69.83398	1.817	97.5	746.3	0
6/4/2016	5:30:00	53601	12.58	-2.056	-0.006622561	0.1625922	70.30341	2.893	82	746.6	0
6/4/2016	6:00:00	53602	12.56	-2.056	-0.009933841	-0.07553043	70.95172	3.606	85.1	746.6	0
6/4/2016	6:30:00	53603	12.55	-2.056	1.55299	0.006998677	70.08574	3.095	84.8	747	0
6/4/2016	7:00:00	53604	12.53	-1.993	12.42392	0.3685357	65.16277	3.236	85.4	747	0
6/4/2016	7:30:00	53605	12.52	-1.778	22.30147	0.6556829	61.12757	3.281	86.3	747.6	0
6/4/2016	8:00:00	53606	12.52	-0.416	289.9518	2.416257	53.03161	2.168	86.9	748.3	0
6/4/2016	8:30:00	53607	14.06	1.649	435.9536	3.136707	52.25728	2.378	82.2	748.8	0
6/4/2016	9:00:00	53608	14.02	3.463	555.6325	4.077527	49.81639	1.522	63.33	749.4	0
6/4/2016	9:30:00	53609	13.99	5.246	664.4591	4.927474	48.82565	1.379	36.21	749.4	0
6/4/2016	10:00:00	53610	13.97	6.524	762.1855	5.056038	48.18827	1.651	39.15	749.6	0
6/4/2016	10:30:00	53611	13.95	7.51	843.3333	4.964208	49.39881	2.869	62.54	749.6	0
6/4/2016	11:00:00	53612	13.95	8.28	642.1219	5.579202	54.10495	2.917	67.19	749.6	0
6/4/2016	11:30:00	53613	13.95	7.97	356.2646	5.084013	61.38317	2.569	88.3	749.2	0
6/4/2016	12:00:00	53614	13.98	7.993	413.5621	5.145655	61.80211	2.794	87.3	748.9	0
6/4/2016	12:30:00	53615	13.99	7.993	346.1103	5.323331	63.91236	1.685	59.27	748.6	0
6/4/2016	13:00:00	53616	14	8.15	281.3101	5.525069	64.43722	0.596	350.7	748.2	0
6/4/2016	13:30:00	53617	14	7.882	183.7412	5.011976	65.71622	0.721	294.9	747.6	0
6/4/2016	14:00:00	53618	14.01	6.766	152.7917	3.88488	71.06609	1.705	251.9	747.3	0.04
6/4/2016	14:30:00	53619	14.05	6.439	286.7352	4.02645	71.58263	1.154	94.6	746.7	0.05
6/4/2016	15:00:00	53620	14.05	6.482	317.7997	3.635587	73.42697	2.266	66.26	746.4	0
6/4/2016	15:30:00	53621	14.06	6.005	164.4375	3.670581	75.98418	1.306	81.2	746.8	0.06
6/4/2016	16:00:00	53622	14.07	4.88	148.3839	2.135015	88.5371	2.34	68.57	746.8	0.03
6/4/2016	16:30:00	53623	13.99	3.999	89.4816	2.052785	91.14096	1.226	55.21	746.8	0
6/4/2016	17:00:00	53624	13.43	3.314	29.62164	1.851258	91.01801	2.131	62.78	746.8	0.06
6/4/2016	17:30:00	53625	13.32	2.311	9.784164	0.6493028	97.64044	2.789	68.68	747.2	0.59
6/4/2016	18:00:00	53626	13.25	1.565	1.572001	0.1611767	100.6275	0.804	76.43	747.5	0.86
6/4/2016	18:30:00	53627	13.18	1.118	-0.314463	0.1485787	101.4184	0.92	93.8	747.8	0.25
6/4/2016	19:00:00	53628	13.12	0.84	-0.5958264	0.1937354	101.7065	0	0	748.2	0.28
6/4/2016	19:30:00	53629	13.06	0.628	-0.5958267	0.1820229	101.829	0	0	748.2	0.03
6/4/2016	20:00:00	53630	13.01	0.436	-0.5958267	0.2974484	101.7819	0	0	748.3	0
6/4/2016	20:30:00	53631	12.96	0.33	-0.5958267	0.5326508	100.6038	0	0	748.6	0
6/4/2016	21:00:00	53632	12.91	0.203	-0.5958267	0.6132594	97.38795	0	0	748.9	0
6/4/2016	21:30:00	53633	12.85	0.16	-0.5892065	0.9956769	94.56098	0	0	748.9	0
6/4/2016	22:00:00	53634	12.81	-0.118	-0.06289283	0.824431	93.11835	0	0	748.9	0
6/4/2016	22:30:00	53635	12.77	-0.373	-0.08276106	0.6186311	91.28398	0	0	748.9	0
6/4/2016	23:00:00	53636	12.74	-0.522	-0.2019498	0.4384973	87.38754	0	0	749.2	0
6/4/2016	23:30:00	53637	12.71	-0.755	-0.003310713	0.5077532	86.62701	0	0	748.6	0
6/5/2016	0:00:00	53638	12.68	-1.076	-0.09933273	0.3357237	82.98001	0	0	748.9	0
6/5/2016	0:30:00	53639	12.66	-1.351	-0.04635467	0.6743044	79.3694	0	0	748.7	0
6/5/2016	1:00:00	53640	12.63	-1.523	0	0.2473789	77.0575	0	0	748.6	0
6/5/2016	1:30:00	53641	12.62	-1.586	-0.0165564	0.3335179	78.21956	0	0	748.3	0
6/5/2016	2:00:00	53642	12.61	-1.119	-0.03642366	1.098803	77.17848	0	0	747.9	0
6/5/2016	2:30:00	53643	12.61	-0.927	-0.1357569	1.129879	77.63748	0	0	747.3	0
6/5/2016	3:00:00	53644	12.6	-1.033	0	0.7648677	74.61661	1.806	92	747	0
6/5/2016	3:30:00	53645	12.59	-1.119	0	1.40755	71.35019	0.926	104.8	746.6	0
6/5/2016	4:00:00	53646	12.58	-1.01	0	1.21633	73.05047	1.334	110	746.6	0
6/5/2016	4:30:00	53647	12.57	-1.268	-0.1589255	0.7120783	75.40767	1.447	98.1	746.6	0
6/5/2016	5:00:00	53648	12.55	-1.566	0	0.09258775	74.85867	2.889	85.3	747	0
6/5/2016	5:30:00	53649	12.53	-1.844	0	0.1724349	72.16959	2.489	91.3	747	0
6/5/2016	6:00:00	53650	12.52	-1.993	0	0.1198134	69.21823	2.765	89.8	747.3	0
6/5/2016	6:30:00	53651	12.51	-2.205	1.076166	0.1562125	65.93716	2.369	90.1	747.3	0
6/5/2016	7:00:00	53652	12.5	-2.334	9.589468	0.1338606	67.78284	1.947	93.9	748	0
6/5/2016	7:30:00	53653	12.49	-2.079	33.63599	0.6031328	66.69051	1.88	93.6	748.6	0
6/5/2016	8:00:00	53654	12.49	-1.331	76.17269	1.656829	64.42384	1.196	91.8	749.2	0
6/5/2016	8:30:00	53655	12.6	-0.181	138.478	3.00562	60.20457	0.749	79.81	749.9	0.23
6/5/2016	9:00:00	53656	13.49	1.416	369.6731	4.018285	57.50188	1.278	69.83	749.8	0
6/5/2016	9:30:00	53657	14.01	2.93	599.8036	4.134218	58.61279	2.894	74.79	749.8	0
6/5/2016	10:00:00	53658	13.96	4.021	739.775	4.155133	61.13524	5.61	70.15	750.1	0
6/5/2016	10:30:00	53659	13.99	4.579	520.2691	4.191844	59.98226	5.201	67.38	750.1	0
6/5/2016	11:00:00	53660	14.02	4.794	333.9358	4.315114	60.80044	3.748	73.5	749.7	0
6/5/2016	11:30:00	53661	14.05	5.246	363.563	4.737926	58.10965	3.058	76.4	749.7	0
6/5/2016	12:00:00	53662	14.05	5.722	350.5392	4.453152	59.98885	4.077	64.76	749.1	0
6/5/2016	12:30:00	53663	14.05	6.373	508.2492	4.740028	61.62106	3.513	65.67	748.7	0
6/5/2016	13:00:00	53664	14.05	6.809	321.7914	5.469251	62.12445	1.487	285.7	748.3	0
6/5/2016	13:30:00	53665	14.05	6.983	267.2067	5.308402	61.75552	1.151	330	748	0
6/5/2016	14:00:00	53666	14.04	7.268	361.1371	4.834235	64.86977	1.758	77.2	747.3	0
6/5/2016	14:30:00	53667	14.03	7.18	330.6083	4.479239	67.04172	3.321	64.61	746.6	0
6/5/2016	15:00:00	53668	14.04	5.939	245.4369	3.170274	81.21765	4.952	70.21	746.7	0
6/5/2016	15:30:00	53669	14.08	5.311	291.7444	3.306294	82.39565	1.298	60.73	746.5	0
6/5/2016	16:00:00	53670	14	5.334	168.0154	3.543784	80.38232	1.081	30.15	746.5	0
6/5/2016	16:30:00	53671	13.43	4.88	35.48809	3.276217	81.6449	1.247	275	746.5	0
6/5/2016	17:00:00	53672	13.42	4.471	75.09157	3.182238	79.4847	1.276	245.8	746.5	0
6/5/2016	17:30:00	53673	13.41	3.956	34.08377	2.476353	82.73577	1.614	261.8	746.5	0
6/5/2016	18:00:00	53674	13.32	3.357	6.894975	2.177809	83.48653	0.838	282.8	747.1	0
6/5/2016	18:30:00	53675	13.25	2.887	0.2315735	2.090152	81.24484	0.55	223.3	747.2	0
6/5/2016	19:00:00	53676	13.17	2.268	-0.592328	1.921593	82.24859	0.213	192.6	747.7	0
6/5/2016	19:30:00	53677	13.11	2.076	-0.595714	1.836525	83.38818	1.232	83.3	748.2	0
6/5/2016	20:00:00	53678	13.06	1.904	-0.5957251	1.806449	82.06445	2.128	75.32	748.5	0
6/5/2016	20:30:00	53679	13	1.778	-0.5957252	1.778805	80.87421	3.142	79.51	748.8	0
6/5/2016	21:00:00	53680	12.96	1.692	-0.5957302	2.050624	79.61162	2.036	80.9	749.2	0
6/5/2016	21:30:00	53681	12.91	1.33	-0.5427903	1.883373	81.51644	0.784	101.9	749.5	0
6/5/2016	22:00:00	53682	12.86	0.903	-0.04634182	1.721087	80.57703	1.998	89.1	749.8	0
6/5/2016	22:30:00	53683	12.82	0.883	-0.5892062	2.034307	79.98255	0.808	115	749.5	0
6/5/2016	23:00:00	53684	12.79	0.863	-0.4965223	1.709232	81.16918	1.265	88.7	749.5	0
6/5/2016	23:30:00	53685	12.75	0.969	-0.5958267	1.833173	81.72227	1.059	140.8	749.8	0
6/6/2016	0:00:00	53686	12.72	0.84	-0.5958267	1.28916	86.62521	1.283	138.1	749.5	0
6/6/2016	0:30:00	53687	12.69	0.691	-0.2416409	1.750861	78.56322	1.769	94.7	749.4	0
6/6/2016	1:00:00	53688	12.67	0.628	-0.2912931	1.943868	75.3298	2.474	82.1	748.9	0
6/6/2016	1:30:00	53689	12.65	0.648	-0.2714322	2.138388	71.36408	1.887	105.8	748.6	0
6/6/2016	2:00:00	53690	12.64	0.117	-0.2317104	1.412154	75.06583	1.778	99.4	748.3	0
6/6/2016	2:30:00	53691	12.62	-0.542	-0.2912939	0.9486635	78.33407	1.146	103.7	747.6	0
6/6/2016	3:00:00	53692	12.61	-0.712	0	1.123063	73.91171	2.79	81.9	747.3	0
6/6/2016	3:30:00	53693	12.61	-0.649	0	1.64145	67.6827	2.772	86.9	747.3	0
6/6/2016	4:00:00	53694	12.6	-0.841	-0.1291256	1.701711	65.68924	1.386	97.3	747	0
6/6/2016	4:30:00	53695	12.59	-0.82	0	1.405428	65.14363	2.868	81.2	746.6	0
6/6/2016	5:00:00	53696	12.58	-0.712	-0.3145325	1.793329	63.86987	1.577	120.4	747	0
6/6/2016	5:30:00	53697	12.56	-1.159	-0.4370435	0.5278862	74.7306	1.384	125.5	747.3	0
6/6/2016	6:00:00	53698	12.55	-1.225	0	0.9158382	70.69653	2.013	81.4	747.3	0
6/6/2016	6:30:00	53699	12.53	-1.033	1.479957	1.257832	70.21448	1.117	156.9	747.9	0
6/6/2016	7:00:00	53700	12.53	-1.139	27.13042	0.7257881	72.57352	0.924	156.5	748.3	0
6/6/2016	7:30:00	53701	12.59	-1.417	64.23058	-0.0913936	86.83615	0.947	127.2	748.7	0
6/6/2016	8:00:00	53702	13.94	-0.181	326.416	1.122221	80.87037	1.404	157.2	749.6	0
6/6/2016	8:30:00	53703	14.08	1.224	258.1454	1.284469	88.56871	0.758	347.4	750.5	0
6/6/2016	9:00:00	53704	14.07	2.033	459.2856	1.717402	78.65109	1.583	68.36	750.5	0
