Fecha	Hora	RECORD	batt_volt_Min	logger_temp	SWin_Avg	Ta_Avg	Rh_Avg	WiSp	WiDi	pressure	precip_Tot
10/14/2016	14:30:00	59955	14.11	4.17	224.5958	2.553435	96.18165	2.076	263.8	746.8	0
10/14/2016	15:00:00	59956	14.1	4.084	169.009	2.813884	95.27605	0.997	258	746.5	0
10/14/2016	15:30:00	59957	14.11	3.827	112.8648	2.24358	99.58887	1.202	289.3	746.1	0
10/14/2016	16:00:00	59958	14.12	3.612	146.689	2.119157	99.73827	1.064	42.71	746.1	0
10/14/2016	16:30:00	59959	14.12	3.377	125.247	2.173048	94.0286	1.679	17	746.1	0
10/14/2016	17:00:00	59960	13.47	2.48	39.92366	0.8300906	98.43983	2.362	67.75	746.5	0.83
10/14/2016	17:30:00	59961	13.35	1.606	9.150315	0.3896026	100.2494	2.605	81.4	746.5	1.07
10/14/2016	18:00:00	59962	13.27	1.075	3.471855	0.2401423	100.8642	1.386	84.2	746.9	1.15
10/14/2016	18:30:00	59963	13.2	0.757	-0.7381613	0.0627588	101.2838	0.658	75.27	747.5	1
10/14/2016	19:00:00	59964	13.14	0.501	-1.191653	-0.3714513	101.6017	1.251	232.2	748.2	2.9
10/14/2016	19:30:00	59965	13.07	0.287	-1.191653	-0.4005912	101.7947	0.314	243.5	748.7	1.76
10/14/2016	20:00:00	59966	13.02	0.181	-1.191653	-0.304656	101.9086	0	0	748.9	0.54
10/14/2016	20:30:00	59967	12.97	0.097	-1.191653	-0.1960425	101.9592	0	0	749.2	0.06
10/14/2016	21:00:00	59968	12.92	-0.012	-1.191653	-0.1843109	101.9601	0	0	749.2	0
10/14/2016	21:30:00	59969	12.87	-0.158	-1.029456	0.1078477	101.763	0	0	749.6	0
10/14/2016	22:00:00	59970	12.82	-0.393	-0.5958267	0.0700589	100.9036	0	0	749.2	0
10/14/2016	22:30:00	59971	12.79	-0.649	-0.6090974	0.156813	95.45689	0	0	749.9	0
10/14/2016	23:00:00	59972	12.75	-0.734	-0.7349422	0.2019981	95.4385	0	0	749.6	0
10/14/2016	23:30:00	59973	12.71	-0.671	-0.8342786	0.6227079	91.33931	0	0	749.4	0
10/15/2016	0:00:00	59974	12.68	-0.563	-1.049488	0.6839328	91.07821	0	0	748.9	0
10/15/2016	0:30:00	59975	12.66	-0.671	-0.8375965	0.832917	88.66232	0	0	748.6	0
10/15/2016	1:00:00	59976	12.64	-0.777	-0.5959271	0.2637186	93.32455	0	0	747.6	0
10/15/2016	1:30:00	59977	12.61	-1.01	-0.5959534	1.268883	82.73003	0	0	747.6	0
10/15/2016	2:00:00	59978	12.6	-1.288	-0.5959823	1.083523	83.12824	0	0	747	0
10/15/2016	2:30:00	59979	12.59	-1.374	-0.5959769	0.3426969	87.31904	0	0	746.6	0
10/15/2016	3:00:00	59980	12.58	-1.245	-0.5959823	0.6332523	83.87602	0	0	746.3	0
10/15/2016	3:30:00	59981	12.57	-1.202	-0.5959777	1.531982	75.90939	0	0	746.3	0
10/15/2016	4:00:00	59982	12.56	-1.268	-0.5959809	1.045281	80.27284	0	0	746.3	0
10/15/2016	4:30:00	59983	12.55	-1.46	-0.5959944	0.7537786	80.13725	0	0	746.3	0
10/15/2016	5:00:00	59984	12.53	-1.523	-0.5959806	1.764326	71.24256	0	0	746.6	0
10/15/2016	5:30:00	59985	12.52	-1.801	-0.5960117	1.000355	76.28558	0	0	747	0
10/15/2016	6:00:00	59986	12.51	-1.801	0.07615995	1.342792	73.53889	0	0	747.3	0
10/15/2016	6:30:00	59987	12.5	-1.692	5.089438	1.272757	75.84383	0	0	747.6	0
10/15/2016	7:00:00	59988	12.49	-1.417	11.9468	1.90838	71.57958	0	0	747.9	0
10/15/2016	7:30:00	59989	12.49	-1.033	32.34855	2.323069	68.97308	0	0	748.6	0
10/15/2016	8:00:00	59990	12.49	0.223	95.91092	4.109437	61.51764	0.054	140.1	749.2	0.03
10/15/2016	8:30:00	59991	12.54	1.267	122.4262	4.536629	62.15534	0.719	142.6	749.8	2.04
10/15/2016	9:00:00	59992	12.62	1.97	186.8937	3.533963	71.77447	3.728	75.15	750.1	0
10/15/2016	9:30:00	59993	13.91	2.609	321.656	2.632864	77.56376	8.08	67.84	750.1	0
10/15/2016	10:00:00	59994	14	2.971	579.8884	2.269497	81.85734	9.5	68.41	749.7	0
10/15/2016	10:30:00	59995	14.01	2.865	676.3298	2.773813	77.23893	6.873	72.09	749.8	0
10/15/2016	11:00:00	59996	14.05	2.865	677.6829	2.2735	83.31097	7.513	62.27	750.1	0
10/15/2016	11:30:00	59997	14.05	3.827	973.9999	4.188518	72.75907	4.936	70.61	749.7	0
10/15/2016	12:00:00	59998	14.04	4.536	701.0756	4.007182	72.02089	6.56	67.59	749.4	0
10/15/2016	12:30:00	59999	14.04	5.009	607.6098	3.732519	73.18377	7.983	64.13	749.1	0
10/15/2016	13:00:00	60000	14.04	5.743	611.7819	4.053483	74.23533	3.2	55.4	748.4	0
10/15/2016	13:30:00	60001	14.01	6.94	646.3928	4.785115	69.56018	3.04	63.18	747.6	0
10/15/2016	14:00:00	60002	14	8.15	807.8417	5.438018	64.80932	3.093	53.61	747.3	0
10/15/2016	14:30:00	60003	13.95	10.88	991.0442	7.370557	59.47712	1.755	58.48	746.6	0
10/15/2016	15:00:00	60004	13.94	10.65	349.0008	6.133703	65.33879	1.412	57.37	746	0
10/15/2016	15:30:00	60005	13.94	9.86	272.4797	5.797278	67.84602	1.675	79.77	746	0
10/15/2016	16:00:00	60006	13.96	8.68	188.5029	5.11727	78.10548	0.954	315.9	745.3	0
10/15/2016	16:30:00	60007	13.99	7.464	115.3259	4.508296	83.34152	1.381	31.64	745.3	0
10/15/2016	17:00:00	60008	13.41	5.874	23.90136	3.336079	97.34329	1.556	234.6	746	0.92
10/15/2016	17:30:00	60009	13.3	3.612	11.00544	1.077148	99.13407	2.246	233.8	746.5	3.33
10/15/2016	18:00:00	60010	13.22	2.609	4.350767	1.03645	100.5884	0.716	263	746.9	0.6
10/15/2016	18:30:00	60011	13.15	2.139	0.7874957	0.903073	101.0581	0.68	49.48	746.9	0.07
10/15/2016	19:00:00	60012	13.09	1.629	-0.9928613	0.9720756	101.1688	1.439	161.5	747	0
10/15/2016	19:30:00	60013	13.04	1.308	-0.7678259	1.063828	100.8594	2.254	77.93	747.5	0
10/15/2016	20:00:00	60014	12.98	1.118	-0.7381124	1.594596	94.8541	1.383	136.2	747.8	0
10/15/2016	20:30:00	60015	12.94	1.181	-1.19165	0.9793437	100.2566	1.295	184.9	748.2	0
10/15/2016	21:00:00	60016	12.89	1.138	-1.191653	0.64825	101.1761	2.023	72.49	748.5	0
10/15/2016	21:30:00	60017	12.84	0.82	-0.9632533	0.3200086	101.5435	1.813	76.51	748.8	0
10/15/2016	22:00:00	60018	12.8	0.415	-0.5958267	0.4537435	101.5754	1.413	77.75	748.7	0
10/15/2016	22:30:00	60019	12.76	0.501	-0.6156877	1.259263	98.20993	6.77	65.34	748.6	0
10/15/2016	23:00:00	60020	12.72	0.628	-0.5991369	2.217482	86.04278	2.529	74.06	748.3	0
10/15/2016	23:30:00	60021	12.7	0.734	-0.8341575	2.316256	84.78105	1.593	119.5	748	0
10/16/2016	0:00:00	60022	12.67	0.82	-1.191653	1.890128	90.81136	1.043	155.1	747.9	0
10/16/2016	0:30:00	60023	12.65	0.797	-0.9169112	1.726452	90.28551	1.274	159.1	747.5	0
10/16/2016	1:00:00	60024	12.64	0.797	-1.132071	1.277618	96.36407	1.22	107.6	747.2	0
10/16/2016	1:30:00	60025	12.62	0.82	-1.002975	1.339114	96.14137	0.786	136.3	746.9	0
10/16/2016	2:00:00	60026	12.61	0.863	-1.165172	1.283483	96.30693	0.648	101.5	746.2	0
10/16/2016	2:30:00	60027	12.6	0.797	-0.9334619	1.158975	95.77295	1.938	83	745.9	0
10/16/2016	3:00:00	60028	12.59	0.734	-1.092349	0.9389102	98.55394	1.054	131.9	745.2	0
10/16/2016	3:30:00	60029	12.57	0.671	-0.8573285	1.243179	94.5589	0.709	133.2	745.3	0
10/16/2016	4:00:00	60030	12.56	0.671	-0.9268417	1.096911	96.78074	0.444	85.6	744.9	0
10/16/2016	4:30:00	60031	12.55	0.734	-1.135381	0.8070225	99.71651	0.69	177.5	744.9	0
10/16/2016	5:00:00	60032	12.54	0.734	-1.181723	0.5002939	100.944	0.749	83.2	745.2	0
10/16/2016	5:30:00	60033	12.52	0.734	-1.178413	0.6159083	101.3204	0.371	92.4	745.2	0
10/16/2016	6:00:00	60034	12.51	0.585	1.218135	0.4809934	101.5115	0.827	150.8	745.6	0
10/16/2016	6:30:00	60035	12.51	0.501	57.14972	0.2756875	101.4581	0.986	86.7	745.9	0
10/16/2016	7:00:00	60036	13.61	0.608	111.4527	0.8791161	95.48684	1.018	82.1	746.3	0
10/16/2016	7:30:00	60037	14.12	0.797	196.6526	1.390205	85.72318	1.643	76.43	747.2	0
10/16/2016	8:00:00	60038	14.11	2.096	436.6812	2.589645	85.01759	2.108	43.1	747.5	0
10/16/2016	8:30:00	60039	14.08	3.526	661.4052	2.927989	79.3866	4.098	65.4	748.3	0
10/16/2016	9:00:00	60040	14.05	4.859	493.9382	3.421733	90.339	1.297	240.7	748.7	0
10/16/2016	9:30:00	60041	14.04	5.548	524.7048	3.126097	95.85548	1.563	275.5	749.1	0
10/16/2016	10:00:00	60042	14	6.983	662.9132	5.056098	75.98955	1.269	43.95	749	0
10/16/2016	10:30:00	60043	13.97	8.02	819.5552	4.945736	72.44316	2.077	9.02	748.6	0
10/16/2016	11:00:00	60044	13.94	8.9	733.5663	5.587683	81.54965	2.246	261.3	748.7	0
10/16/2016	11:30:00	60045	13.94	7.29	373.1526	3.225627	83.6604	4.89	72.46	748.6	0
10/16/2016	12:00:00	60046	13.99	5.939	670.6013	2.427413	87.73546	4.47	61.65	748.4	0
10/16/2016	12:30:00	60047	14.03	5.548	541.249	3.39394	80.62783	4.896	80.3	748.1	0
10/16/2016	13:00:00	60048	14.03	6.242	504.2337	4.243101	73.96712	1.932	47.32	747.7	0
10/16/2016	13:30:00	60049	13.97	8.41	875.8031	5.720832	75.47063	1.539	267.8	746.6	0
10/16/2016	14:00:00	60050	13.93	10.13	869.1121	6.015767	71.39655	1.546	53.6	746	0
10/16/2016	14:30:00	60051	13.93	10.22	587.0251	5.845259	63.76219	1.798	94.4	745.3	0
10/16/2016	15:00:00	60052	13.94	9.68	481.5614	5.348477	81.61172	2.561	235.3	744.7	0
10/16/2016	15:30:00	60053	13.96	8.75	299.8989	4.744228	86.92068	2.383	250.7	744.3	0
10/16/2016	16:00:00	60054	13.99	7.706	228.596	4.102908	87.3421	2.007	242.5	744.3	0
10/16/2016	16:30:00	60055	14.02	6.547	141.6747	3.468667	93.19831	1.73	272.6	744	0
10/16/2016	17:00:00	60056	13.43	4.988	40.62079	2.496131	98.75704	2.389	233.7	744.5	0.76
10/16/2016	17:30:00	60057	13.34	3.935	27.96769	2.006019	100.3818	2.13	252.2	744.8	0.18
10/16/2016	18:00:00	60058	13.25	3.185	12.36698	1.658808	100.9077	1.571	222.3	745.1	0.4
10/16/2016	18:30:00	60059	13.18	2.523	1.717077	1.029658	101.2388	1.026	131.3	745.9	0.46
10/16/2016	19:00:00	60060	13.11	1.821	-1.055651	0.6833751	101.4626	0.844	207.1	746.2	0.87
10/16/2016	19:30:00	60061	13.06	1.394	-1.191442	0.3482533	101.6494	0.442	25.18	746.9	0.49
10/16/2016	20:00:00	60062	13.01	1.181	-1.191537	0.3801159	101.7412	0.182	55.44	747.2	0.35
10/16/2016	20:30:00	60063	12.96	1.118	-1.191638	0.5637245	101.7822	0.459	277	747.5	0.12
10/16/2016	21:00:00	60064	12.91	1.053	-1.132071	0.590587	101.8345	1.066	73.64	747.5	0.06
10/16/2016	21:30:00	60065	12.86	1.096	-0.6388587	0.8422902	101.8183	1.015	243.9	748	0
10/16/2016	22:00:00	60066	12.81	1.159	-0.8738778	0.9063801	101.8503	0.431	301.6	748.2	0
10/16/2016	22:30:00	60067	12.77	1.138	-1.165166	0.7187511	101.9345	0.779	50.5	748.2	0
10/16/2016	23:00:00	60068	12.74	0.989	-1.092341	0.6964678	101.9562	0.686	77.38	747.8	0
10/16/2016	23:30:00	60069	12.71	0.671	-0.9665578	0.5547851	101.7873	3.333	69.89	747.5	0
10/17/2016	0:00:00	60070	12.67	0.16	-0.6189978	0.6811901	97.22768	2.646	88	747.3	0
10/17/2016	0:30:00	60071	12.65	0.011	-0.6057572	1.46419	85.95082	3.562	54.16	747	0
10/17/2016	1:00:00	60072	12.64	0.011	-0.6322384	1.640545	84.06239	1.874	65.23	746.6	0
10/17/2016	1:30:00	60073	12.62	0.074	-0.7315429	1.647924	84.09758	1.204	177.7	746.3	0
10/17/2016	2:00:00	60074	12.61	-0.052	-0.9334619	1.229177	88.03378	0.995	157.6	745.6	0
10/17/2016	2:30:00	60075	12.6	-0.457	-0.6024517	0.6176977	91.98302	1.123	79.79	745.6	0
10/17/2016	3:00:00	60076	12.59	-0.884	-0.6886044	0.5073758	88.86713	0.823	103.3	745.3	0
10/17/2016	3:30:00	60077	12.58	-1.076	-0.6886818	0.3407475	88.45081	1.053	97.7	745	0
10/17/2016	4:00:00	60078	12.57	-0.671	-0.6886791	0.7821085	86.15166	1.279	97.8	745	0
10/17/2016	4:30:00	60079	12.56	-0.201	-0.6025362	1.264857	82.67632	1.84	84.4	745	0
10/17/2016	5:00:00	60080	12.54	-0.201	-0.6123852	0.4795359	85.41846	3.707	79.48	744.7	0
10/17/2016	5:30:00	60081	12.53	-0.457	-0.5958273	0.204625	84.82399	4.622	81.2	745	0
10/17/2016	6:00:00	60082	12.52	-1.119	1.360757	0.1620725	85.61781	1.194	101.6	745.3	0
10/17/2016	6:30:00	60083	12.51	-1.437	16.34617	0.03539763	84.40321	1.788	93.3	745.6	0
10/17/2016	7:00:00	60084	12.51	-1.586	33.22621	0.411685	86.88921	0.574	166.4	746.3	0
10/17/2016	7:30:00	60085	12.66	-1.374	72.81353	-0.5331313	97.31358	1.27	96.1	747	0
10/17/2016	8:00:00	60086	13.47	-1.053	193.5765	0.00398691	93.12933	1.362	99.5	747.3	0
10/17/2016	8:30:00	60087	14.06	1.735	689.8391	3.25305	72.35294	1.983	81.1	747.9	0
10/17/2016	9:00:00	60088	14.03	3.978	812.3281	3.753062	67.69264	2.315	68.87	748.1	0
10/17/2016	9:30:00	60089	14	5.591	964.7025	4.803385	63.51031	2.681	76.9	748.4	0
10/17/2016	10:00:00	60090	13.97	6.504	1011.341	4.816825	64.42212	3.143	66.15	748.1	0
10/17/2016	10:30:00	60091	13.95	7.333	1015.669	5.093309	65.17596	3.27	60.83	748.3	0
10/17/2016	11:00:00	60092	13.95	7.774	725.3137	4.534812	69.86114	4.647	69.54	747.9	0
10/17/2016	11:30:00	60093	13.95	8.68	1209.665	5.257195	72.48864	2.97	81.1	747.9	0
10/17/2016	12:00:00	60094	13.93	9.08	713.793	5.198493	63.90215	3.906	61.69	747.3	0
10/17/2016	12:30:00	60095	13.93	8.97	1032.118	5.159347	63.62066	6.322	65.99	746.3	0
10/17/2016	13:00:00	60096	13.94	10.29	1193.125	6.487811	64.71905	3.015	41.8	746.3	0
10/17/2016	13:30:00	60097	13.9	11.61	821.4307	7.388529	63.32101	1.351	356.7	745.6	0
10/17/2016	14:00:00	60098	13.89	10.88	287.6811	6.471971	68.65965	1.301	309.1	745.3	0.03
10/17/2016	14:30:00	60099	13.91	8.86	220.3228	5.138857	85.18092	1.719	245.4	744.7	0.1
10/17/2016	15:00:00	60100	13.97	6.983	93.133	4.02813	93.35015	1.287	274.2	744.4	0.39
10/17/2016	15:30:00	60101	13.54	5.44	50.97444	2.923548	94.39165	1.325	99.2	744.5	0.29
10/17/2016	16:00:00	60102	13.51	4.299	55.6525	2.131631	97.5903	1.656	259.6	744.5	0.2
10/17/2016	16:30:00	60103	13.44	3.463	38.59958	1.402872	100.235	1.391	287.4	744.7	0.04
10/17/2016	17:00:00	60104	13.33	2.46	26.91201	1.17229	94.51099	3.635	53.37	744.6	0.11
10/17/2016	17:30:00	60105	13.32	1.649	73.71262	1.090753	87.62411	3.5	82.8	744.3	0
10/17/2016	18:00:00	60106	13.47	1.267	49.30109	1.555656	87.23003	0.879	330.5	744.9	0
10/17/2016	18:30:00	60107	13.35	1.138	8.735142	0.9922102	96.89252	0.779	271.8	744.9	0
10/17/2016	19:00:00	60108	13.26	1.118	-1.092349	0.8170413	100.462	0.71	347.5	745.2	0
10/17/2016	19:30:00	60109	13.19	1.032	-1.188343	0.5413957	99.83612	1.61	57.87	745.9	0
10/17/2016	20:00:00	60110	13.13	0.734	-1.191653	0.2107792	94.98917	1.319	79.69	746.4	0.1
10/17/2016	20:30:00	60111	13.07	0.608	-1.178413	0.5231896	94.41452	1.449	81.1	746.9	0
10/17/2016	21:00:00	60112	13.02	0.648	-1.185033	0.6017169	99.30723	1.548	253.5	747.5	0.03
10/17/2016	21:30:00	60113	12.96	0.565	-1.191653	0.2382217	100.9071	2.03	72.88	747.9	0.63
10/17/2016	22:00:00	60114	12.91	0.458	-1.191653	0.3158028	101.2801	1.168	129	748.2	0.07
10/17/2016	22:30:00	60115	12.87	0.436	-1.191653	0.5636832	101.3802	0.742	3.993	748.2	0
10/17/2016	23:00:00	60116	12.82	0.33	-0.9996649	0.5014294	101.4106	0.807	23.32	748.2	0
10/17/2016	23:30:00	60117	12.78	0.287	-0.7282327	0.5082413	101.0087	1.624	78.97	748.3	0
10/18/2016	0:00:00	60118	12.74	0.203	-0.6388587	0.8683304	95.76159	1.23	83.1	747.9	0
10/18/2016	0:30:00	60119	12.71	-0.032	-0.6487892	0.8473265	93.49812	0.741	110.5	747.3	0
10/18/2016	1:00:00	60120	12.67	-0.457	-0.5991383	0.7824237	90.24162	1.321	106.9	747	0
10/18/2016	1:30:00	60121	12.65	-0.777	-0.6356026	0.5413374	92.09645	0.628	112.5	746.3	0
10/18/2016	2:00:00	60122	12.63	-1.139	-0.5959437	0.1716449	88.60158	1.655	86.6	746	0
10/18/2016	2:30:00	60123	12.62	-1.033	-0.6324124	0.5845345	89.77734	0.961	168.1	745.6	0
10/18/2016	3:00:00	60124	12.6	-0.82	-0.6986183	0.6527553	90.3614	0.353	92.3	745	0
10/18/2016	3:30:00	60125	12.59	-0.82	-0.6522393	0.5578047	89.4609	1.001	86.4	745	0
10/18/2016	4:00:00	60126	12.58	-0.904	-0.9667812	0.2344848	95.68314	0.952	214.1	745	0
10/18/2016	4:30:00	60127	12.58	-0.947	-0.8774299	-0.6289669	99.69539	0.772	109.3	745	0
10/18/2016	5:00:00	60128	12.56	-0.861	-1.168754	-1.020741	100.6747	1.318	90.2	745.3	0
10/18/2016	5:30:00	60129	12.55	-0.755	-1.092571	-0.6187278	100.8105	0.494	112.3	745.6	0
10/18/2016	6:00:00	60130	12.54	-0.947	1.539592	-0.7108319	100.4293	1.1	89.6	746	0
10/18/2016	6:30:00	60131	12.53	-0.861	25.71676	-0.2319626	97.26541	0.895	152.8	746.6	0
10/18/2016	7:00:00	60132	12.54	-0.5	51.29847	0.1888586	94.2085	0.787	66.61	747.3	0
10/18/2016	7:30:00	60133	12.63	-0.158	101.1503	0.6341823	88.01096	3.647	70.5	747.6	0.23
10/18/2016	8:00:00	60134	13.2	0.074	96.76625	0.6948648	86.38557	3.752	75.99	748.3	0
10/18/2016	8:30:00	60135	13.39	0.883	381.0283	1.174131	81.69791	6.233	64.03	748.5	0
10/18/2016	9:00:00	60136	14.07	2.652	760.6419	2.552099	73.34212	4.878	68.98	748.8	0
10/18/2016	9:30:00	60137	14.05	4.15	947.0251	3.451075	67.12543	3.878	63.08	749.1	0
10/18/2016	10:00:00	60138	14.04	4.88	765.4021	3.625715	66.79493	5.001	71.66	749.4	0
10/18/2016	10:30:00	60139	14.04	5.268	699.0527	3.460602	69.00974	5.792	68.29	749.4	0
10/18/2016	11:00:00	60140	14.04	6.242	733.3483	3.905384	68.57958	5.496	71.41	749	0
10/18/2016	11:30:00	60141	14.03	6.744	662.9392	4.021777	68.73555	5.753	72.14	748.6	0
10/18/2016	12:00:00	60142	14.04	6.94	562.6686	4.391265	66.19561	5.785	75.55	747.9	0
10/18/2016	12:30:00	60143	14.04	7.29	779.6044	4.855217	60.80206	5.68	64.75	747.3	0
10/18/2016	13:00:00	60144	14.04	7.905	1339.743	5.05899	62.39199	7.75	64.96	746.3	0
10/18/2016	13:30:00	60145	14.03	7.862	576.4231	5.070276	61.90253	7.597	65.12	746	0
10/18/2016	14:00:00	60146	14.05	7.311	235.7691	5.043704	69.18704	2.233	86.7	746	0
10/18/2016	14:30:00	60147	14.06	6.787	193.8224	4.400385	78.0507	1.483	156.4	746	0
10/18/2016	15:00:00	60148	14.08	6.482	307.7953	3.962299	79.25045	1.435	142.8	745.4	0
10/18/2016	15:30:00	60149	14.08	5.377	547.3326	2.075358	86.98101	6.308	69.18	744.8	0.14
10/18/2016	16:00:00	60150	14.1	5.051	516.5165	2.69053	79.69012	5.831	70.95	744.2	0
10/18/2016	16:30:00	60151	14.11	5.291	329.1413	3.840093	66.71336	4.841	78.49	744.2	0
10/18/2016	17:00:00	60152	14.11	7.028	404.2201	5.30118	65.51956	1.255	82.7	744.5	0
10/18/2016	17:30:00	60153	14.09	7.049	188.6206	5.018213	75.15022	1.6	238	744.7	0
10/18/2016	18:00:00	60154	13.46	5.96	50.9207	3.857591	80.10567	1.437	219.4	744.9	0
10/18/2016	18:30:00	60155	13.34	4.966	3.337583	3.281189	83.11207	1.121	277.5	745.5	0
10/18/2016	19:00:00	60156	13.26	4.17	-1.098352	2.864182	86.38622	1.237	240.5	746.1	0
10/18/2016	19:30:00	60157	13.19	3.506	-1.105034	2.302009	88.24765	1.794	61.02	746.1	0
10/18/2016	20:00:00	60158	13.12	2.46	-1.1911	0.9633599	94.18522	2.334	82	746.9	0.46
10/18/2016	20:30:00	60159	13.06	1.606	-1.075515	0.5992268	99.75697	0.967	23.19	747.2	0.07
10/18/2016	21:00:00	60160	13.01	0.969	-0.6785082	1.095988	93.5595	1.984	86.2	747.2	0
10/18/2016	21:30:00	60161	12.96	0.393	-0.6156828	1.141154	88.80418	1.49	49.74	747.9	0
10/18/2016	22:00:00	60162	12.9	0.117	-0.6090674	0.8948212	89.74793	2.254	87.1	747.9	0
10/18/2016	22:30:00	60163	12.86	0.203	-0.8937402	1.082341	92.90283	0.408	299.1	747.9	0
10/18/2016	23:00:00	60164	12.81	-0.012	-0.9897345	0.8333244	97.18018	0.319	224.2	747.9	0
10/18/2016	23:30:00	60165	12.77	-0.052	-0.7381632	0.7048423	97.09599	0.538	90.3	747.6	0
10/19/2016	0:00:00	60166	12.74	0.011	-0.867259	0.9082565	93.74525	1.127	152.8	747	0
10/19/2016	0:30:00	60167	12.7	0.097	-0.8573285	0.5239467	97.29542	3.065	229.2	746.6	0
10/19/2016	1:00:00	60168	12.67	0.203	-1.191653	0.3822195	100.6293	0.912	270.9	746.3	0
10/19/2016	1:30:00	60169	12.65	0.223	-1.188343	0.2874194	101.0778	0.569	80.3	746	0
10/19/2016	2:00:00	60170	12.63	0.33	-1.178413	0.5844977	101.099	1.313	259.9	745.6	0.06
10/19/2016	2:30:00	60171	12.61	0.287	-1.185033	0.1716158	101.3722	0.522	79.65	745.3	0.03
10/19/2016	3:00:00	60172	12.6	0.266	-1.185033	0.1576131	101.5385	0.746	32.15	745	0.1
10/19/2016	3:30:00	60173	12.59	0.097	-1.069178	-0.1103254	101.5117	1.028	61.81	744.7	0.09
10/19/2016	4:00:00	60174	12.57	-0.158	-0.5958267	0.1911055	94.85578	3.686	74.06	744.3	0
10/19/2016	4:30:00	60175	12.57	-0.373	-0.5958296	0.3105046	90.59679	4.751	76.31	744.5	0
10/19/2016	5:00:00	60176	12.56	-0.5	-0.5958725	0.3392576	89.27783	5.187	71.77	745	0
10/19/2016	5:30:00	60177	12.55	-0.628	-0.6720607	0.3670181	89.24272	1.186	110	745	0
10/19/2016	6:00:00	60178	12.54	-0.947	2.042791	0.643499	84.3996	1.844	71.03	745.3	0
10/19/2016	6:30:00	60179	12.53	-0.436	20.89544	1.155592	80.4867	5.095	67.14	745.8	0
10/19/2016	7:00:00	60180	12.53	0.011	38.93182	1.365658	78.20002	5.338	65.58	746	0
10/19/2016	7:30:00	60181	12.52	0.309	70.56942	1.726317	74.24413	6.324	66.85	745.6	0.24
10/19/2016	8:00:00	60182	12.71	0.565	104.5644	1.366948	79.77711	7.411	68.07	746.9	0
10/19/2016	8:30:00	60183	12.96	0.903	189.4069	1.58285	77.62055	6.42	67.31	747.5	0
10/19/2016	9:00:00	60184	14.1	1.437	299.529	1.931346	76.90331	6.611	64.56	747.5	0
10/19/2016	9:30:00	60185	14.1	1.821	407.4556	1.999474	79.9381	6.558	62.44	747.5	0
10/19/2016	10:00:00	60186	14.13	1.586	319.6619	0.8962561	92.32835	5.129	79.55	748.5	0.3
10/19/2016	10:30:00	60187	14.17	1.778	499.6894	1.134747	93.14127	4.272	69.51	747.8	0.25
10/19/2016	11:00:00	60188	14.15	2.63	847.7062	1.911425	93.25943	2.489	67.05	748.2	0.14
10/19/2016	11:30:00	60189	14.11	3.655	813.2106	2.376718	91.37279	2.558	64.44	748.1	0.03
10/19/2016	12:00:00	60190	14.11	3.526	604.4977	1.573817	94.36565	2.678	73.77	747.4	0.38
10/19/2016	12:30:00	60191	14.1	4.88	1088.783	3.355924	90.69933	1.818	1.289	747.1	0
10/19/2016	13:00:00	60192	14.07	6.656	1451.135	4.025025	74.64127	5.358	71.3	746.1	0
10/19/2016	13:30:00	60193	14.05	7.794	1019.305	4.370831	70.49025	5.478	64.13	745.3	0
10/19/2016	14:00:00	60194	14.05	8.15	657.7382	4.598117	69.1833	4.731	67.37	745	0
10/19/2016	14:30:00	60195	14.04	7.225	383.3821	3.762322	72.41167	7.644	57.58	744	0
10/19/2016	15:00:00	60196	14.07	6.373	392.5716	3.724607	73.46422	6.44	65.22	743.8	0
10/19/2016	15:30:00	60197	14.1	6.57	532.7871	4.036164	70.56916	7.532	64.18	743.1	0
10/19/2016	16:00:00	60198	14.1	6.222	483.0392	3.02858	79.34177	6.416	70.29	743.8	0
10/19/2016	16:30:00	60199	14.12	5.808	163.4135	3.825069	78.88702	1.779	43.92	744.2	0
10/19/2016	17:00:00	60200	13.55	5.311	80.31142	3.478221	86.47633	1.3	223.6	744.2	0
10/19/2016	17:30:00	60201	13.41	4.127	13.80426	1.664946	93.08747	2.567	130.4	744.5	0.17
10/19/2016	18:00:00	60202	13.31	2.566	4.463171	0.5753269	99.33172	1.349	204.7	745	1.35
10/19/2016	18:30:00	60203	13.24	1.821	1.234172	0.6081566	100.8889	1.298	271.4	745.2	0.37
10/19/2016	19:00:00	60204	13.17	1.543	-0.8406278	0.6785893	101.2618	0.799	307.8	745.6	0.09
10/19/2016	19:30:00	60205	13.12	1.351	-0.6817915	0.6456401	101.4866	1.383	265.9	746.2	0.09
10/19/2016	20:00:00	60206	13.06	0.903	-0.9731347	0.1953688	101.7039	2.467	80.3	746.2	0.03
10/19/2016	20:30:00	60207	13	0.501	-1.14531	0.2905653	101.7	0.98	187.4	746.6	0
10/19/2016	21:00:00	60208	12.95	0.266	-0.9136011	0.2242194	101.7351	1.007	127	746.9	0
10/19/2016	21:30:00	60209	12.9	-0.158	-0.7381632	-0.1108927	101.822	0.749	88.4	746.6	0
10/19/2016	22:00:00	60210	12.85	-0.287	-0.8738845	0.1504226	101.759	0.914	180	747	0
10/19/2016	22:30:00	60211	12.81	-0.35	-0.8010647	-0.05064886	101.8382	1.027	225.4	747	0
