Fecha	Hora	RECORD	batt_volt_Min	logger_temp	SWin_Avg	SWout_Avg	LWin_Avg	LWout_Avg	cnr4_T_C_Avg	cnr4_T_K_Avg	LWin_corr_Avg	LWout_corr_Avg	Ta_Avg	Rh_Avg	WiSp	WiDi
6/1/2016	0:00:00	50084	12.85	NAN	NAN	2.63088	NAN	-12.32799	-0.7516853	272.3983	NAN	299.8491	-0.05345713	62.41208	1.609	103.3
6/1/2016	0:30:00	50085	12.82	NAN	NAN	2.01763	NAN	-11.88805	-1.13622	272.0138	NAN	298.5299	-0.6597546	65.85472	2.315	102.5
6/1/2016	1:00:00	50086	12.8	NAN	NAN	2.786164	NAN	-12.34685	-1.279664	271.8703	NAN	297.4168	-0.5703353	64.14788	1.734	101.1
6/1/2016	1:30:00	50087	12.79	NAN	NAN	2.471439	NAN	-13.14452	-1.291428	271.8586	NAN	296.5654	-1.037171	63.64153	2.011	102.4
6/1/2016	2:00:00	50088	12.78	NAN	NAN	2.321396	NAN	-13.34109	-1.382484	271.7675	NAN	295.9544	-0.9445943	63.00742	2.079	102.3
6/1/2016	2:30:00	50089	12.77	NAN	NAN	2.276262	NAN	-12.5947	-1.683146	271.4668	NAN	295.3341	-1.264391	63.52989	2.249	105.5
6/1/2016	3:00:00	50090	12.76	NAN	NAN	2.151836	NAN	-13.47214	-1.690462	271.4595	NAN	294.424	-1.174812	62.31144	2.409	105.5
6/1/2016	3:30:00	50091	12.75	NAN	NAN	2.545851	NAN	-13.86812	-1.836638	271.3134	NAN	293.3649	-1.52885	61.06133	2.405	102.1
6/1/2016	4:00:00	50092	12.74	NAN	NAN	2.621487	NAN	-15.42646	-1.695416	271.4546	NAN	292.4467	-1.334897	56.65233	2.114	102.6
6/1/2016	4:30:00	50093	12.72	NAN	NAN	2.491114	NAN	-15.31635	-1.856666	271.2933	NAN	291.8263	-1.120598	55.88554	1.64	98.1
6/1/2016	5:00:00	50094	12.71	NAN	NAN	2.555073	NAN	-14.85487	-2.14951	271.0005	NAN	290.9634	-1.666569	59.10664	1.955	100.7
6/1/2016	5:30:00	50095	12.7	NAN	NAN	2.219675	NAN	-14.93291	-2.304013	270.846	NAN	290.1887	-2.246787	61.21117	2.477	103.6
6/1/2016	6:00:00	50096	12.69	NAN	NAN	2.600406	NAN	-15.6397	-2.19826	270.9517	NAN	289.9594	-2.04831	59.05489	2.491	109.4
6/1/2016	6:30:00	50097	12.69	NAN	NAN	5.317958	NAN	-17.95089	-1.724563	271.4254	NAN	289.7901	-0.9614802	50.49013	1.593	105.4
6/1/2016	7:00:00	50098	12.7	NAN	NAN	11.04105	NAN	-17.81125	-1.6911	271.4589	NAN	290.082	-1.547999	53.56183	2.041	103.5
6/1/2016	7:30:00	50099	12.76	NAN	NAN	25.90034	NAN	-19.33019	-1.101497	272.0485	NAN	291.2482	-0.3877608	47.74087	1.505	110
6/1/2016	8:00:00	50100	13.8	NAN	NAN	74.96989	NAN	-23.53073	1.427551	274.5775	NAN	298.7717	1.338736	43.07856	1.744	94.6
6/1/2016	8:30:00	50101	14.96	NAN	NAN	94.44128	NAN	-21.14025	1.992755	275.1427	NAN	303.8171	1.256917	49.14721	4.246	86.5
6/1/2016	9:00:00	50102	15.08	NAN	NAN	160.3638	NAN	-24.11147	4.239374	277.3894	NAN	311.5944	2.469602	47.70112	3.725	78.11
6/1/2016	9:30:00	50103	14.45	NAN	NAN	172.5112	NAN	-22.80061	4.89711	278.0471	NAN	316.0895	2.772004	57.26979	5.493	100.4
6/1/2016	10:00:00	50104	14.42	NAN	NAN	188.5412	NAN	-23.95677	5.444256	278.5942	NAN	317.6082	2.760023	63.69505	5.377	83.4
6/1/2016	10:30:00	50105	14.68	NAN	NAN	186.758	NAN	-25.59341	5.927518	279.0775	NAN	318.3469	3.025156	63.71103	5.526	76.8
6/1/2016	11:00:00	50106	14.41	NAN	NAN	182.9972	NAN	-27.23487	6.455153	279.6051	NAN	319.3145	3.220212	61.80987	4.961	96.6
6/1/2016	11:30:00	50107	14.35	NAN	NAN	200.5563	NAN	-33.27194	7.741325	280.8913	NAN	319.7022	3.613468	57.18649	3.896	91
6/1/2016	12:00:00	50108	14.56	NAN	NAN	189.7128	NAN	-36.15318	8.427989	281.578	NAN	320.2805	3.900728	53.77296	3.882	88.7
6/1/2016	12:30:00	50109	14.55	NAN	NAN	182.2488	NAN	-34.71765	8.241434	281.3914	NAN	320.7733	3.889947	53.74591	4.205	95.3
6/1/2016	13:00:00	50110	14.45	NAN	NAN	181.1917	NAN	-34.78555	8.252189	281.4022	NAN	320.7694	3.964531	53.22153	3.976	95.8
6/1/2016	13:30:00	50111	14.67	NAN	NAN	120.4347	NAN	-26.36726	6.447603	279.5976	NAN	320.148	3.706719	56.71816	4.21	103
6/1/2016	14:00:00	50112	14.62	NAN	NAN	105.2765	NAN	-23.46254	5.85097	279.0009	NAN	320.1103	3.635689	59.05952	4.17	106
6/1/2016	14:30:00	50113	14.37	NAN	NAN	97.8394	NAN	-22.07705	5.492647	278.6426	NAN	319.7263	3.62524	60.62484	3.626	103.6
6/1/2016	15:00:00	50114	14.42	NAN	NAN	57.42757	NAN	-18.89557	4.753762	277.9037	NAN	319.2964	3.499743	62.10423	3.227	98.6
6/1/2016	15:30:00	50115	14.38	NAN	NAN	45.6209	NAN	-15.50729	3.976818	277.1268	NAN	318.9176	3.190151	65.37978	3.433	94.8
6/1/2016	16:00:00	50116	14.23	NAN	NAN	42.00102	NAN	-16.22754	4.124109	277.2741	NAN	318.9083	3.635431	61.17543	4.155	100.1
6/1/2016	16:30:00	50117	14.17	NAN	NAN	36.63665	NAN	-17.4826	4.336777	277.4868	NAN	318.6832	3.727029	59.74116	3.451	99.9
6/1/2016	17:00:00	50118	14.05	NAN	NAN	22.67855	NAN	-15.33961	3.593135	276.7431	NAN	317.2373	3.5237	61.03662	3.281	78.87
6/1/2016	17:30:00	50119	13.99	NAN	NAN	19.95603	NAN	-14.90351	3.611433	276.7614	NAN	317.7629	3.852606	58.42482	2.052	90.5
6/1/2016	18:00:00	50120	13.76	NAN	NAN	3.223031	NAN	-13.24354	3.330055	276.48	NAN	318.0733	3.360776	65.20748	1.55	84.3
6/1/2016	18:30:00	50121	13.62	NAN	NAN	1.026427	NAN	-10.92072	1.807522	274.9575	NAN	313.1668	2.558309	71.21521	0.848	317.1
6/1/2016	19:00:00	50122	13.52	NAN	NAN	2.330805	NAN	-6.687413	0.346598	273.4966	NAN	310.5551	1.145847	77.25601	1.552	96.6
6/1/2016	19:30:00	50123	13.43	NAN	NAN	3.095511	NAN	-7.437018	0.2653907	273.4154	NAN	309.4284	1.328152	73.01693	0.866	103.8
6/1/2016	20:00:00	50124	13.36	NAN	NAN	2.992335	NAN	-9.109844	0.3141502	273.4641	NAN	307.9818	1.283932	72.16389	1.416	100.8
6/1/2016	20:30:00	50125	13.28	NAN	NAN	2.564497	NAN	-9.967532	0.3807124	273.5307	NAN	307.4332	1.050163	72.24798	1.765	102.8
6/1/2016	21:00:00	50126	13.22	NAN	NAN	1.925508	NAN	-8.88535	-0.2258614	272.9241	NAN	305.7125	0.7145912	74.60319	0.667	80.2
6/1/2016	21:30:00	50127	13.15	NAN	NAN	3.151053	NAN	-7.757594	-0.8132134	272.3368	NAN	304.1376	0.1264002	78.62065	1.344	97.6
6/1/2016	22:00:00	50128	13.09	NAN	NAN	3.283981	NAN	-9.016378	-0.7583389	272.3916	NAN	303.1302	0.1068189	75.65459	1.388	98.6
6/1/2016	22:30:00	50129	13.03	NAN	NAN	3.015951	NAN	-10.12227	-0.7375083	272.4125	NAN	302.1196	0.07790315	73.96627	1.538	96.4
6/1/2016	23:00:00	50130	12.98	NAN	NAN	2.473778	NAN	-10.87929	-0.7539025	272.3961	NAN	301.2874	-0.4466858	76.25002	2.186	101.1
6/1/2016	23:30:00	50131	12.93	NAN	NAN	2.276245	NAN	-11.18159	-0.752633	272.3973	NAN	300.9909	-0.4380695	75.31145	2.246	101.5
6/2/2016	0:00:00	50132	12.89	NAN	NAN	2.681255	NAN	-12.63458	-0.541599	272.6084	NAN	300.507	0.008081838	72.72686	1.641	97.7
6/2/2016	0:30:00	50133	12.85	NAN	NAN	2.870334	NAN	-12.52063	-0.7060842	272.4439	NAN	299.8654	0.2683134	71.81407	1.442	105.2
6/2/2016	1:00:00	50134	12.82	NAN	NAN	2.578787	NAN	-13.30975	-0.6432207	272.5068	NAN	299.3648	0.05437054	72.71444	1.377	109
6/2/2016	1:30:00	50135	12.8	NAN	NAN	2.776405	NAN	-13.46074	-0.7981115	272.3519	NAN	298.5034	0.3761315	70.01353	1.296	104.6
6/2/2016	2:00:00	50136	12.78	NAN	NAN	2.634901	NAN	-14.39231	-0.6314191	272.5186	NAN	298.3365	0.2991723	69.31055	1.693	110.5
6/2/2016	2:30:00	50137	12.77	NAN	NAN	2.033509	NAN	-14.43504	-0.7342083	272.4158	NAN	297.8227	-0.6930714	70.90008	2.341	103.4
6/2/2016	3:00:00	50138	12.77	NAN	NAN	2.149396	NAN	-13.90516	-0.9856878	272.1643	NAN	297.2004	-0.7353764	71.58288	2.326	101.3
6/2/2016	3:30:00	50139	12.76	NAN	NAN	2.340914	NAN	-14.38376	-0.9722043	272.1778	NAN	296.7835	-0.4891799	68.75677	2.339	101.6
6/2/2016	4:00:00	50140	12.75	NAN	NAN	2.395808	NAN	-14.98487	-0.9561579	272.1938	NAN	296.2558	-0.4157846	66.95695	1.898	101.8
6/2/2016	4:30:00	50141	12.74	NAN	NAN	2.482419	NAN	-16.019	-0.8506483	272.2993	NAN	295.7045	-0.4466028	66.75472	2.155	102.5
6/2/2016	5:00:00	50142	12.73	NAN	NAN	2.232421	NAN	-15.78877	-1.026598	272.1234	NAN	295.1304	-0.8103862	68.34911	1.851	100.6
6/2/2016	5:30:00	50143	12.72	NAN	NAN	2.485333	NAN	-15.21858	-1.288708	271.8613	NAN	294.5038	-0.7357572	67.77982	1.74	100.8
6/2/2016	6:00:00	50144	12.7	NAN	NAN	1.79008	NAN	-14.22858	-1.815003	271.335	NAN	293.1042	-1.407818	70.9942	1.301	86.9
6/2/2016	6:30:00	50145	12.69	NAN	NAN	4.301455	NAN	-11.01442	-2.685272	270.4647	NAN	292.3927	-1.666801	74.37755	1.441	93.6
6/2/2016	7:00:00	50146	12.7	NAN	NAN	11.10328	NAN	-12.65311	-2.23812	270.9119	NAN	292.7666	-1.921632	74.06458	2.013	101
6/2/2016	7:30:00	50147	12.76	NAN	NAN	24.6581	NAN	-13.57645	-1.847328	271.3026	NAN	293.6084	-1.333231	73.87842	1.251	129.4
6/2/2016	8:00:00	50148	14.54	NAN	NAN	110.6351	NAN	-17.46279	0.8592789	274.0093	NAN	302.1924	0.04813862	75.4996	1.026	102.1
6/2/2016	8:30:00	50149	14.85	NAN	NAN	141.9159	NAN	-20.08216	3.123408	276.2734	NAN	310.243	0.6639476	75.82694	1.803	107.2
6/2/2016	9:00:00	50150	14.79	NAN	NAN	168.9593	NAN	-22.99017	4.756088	277.9061	NAN	315.2136	2.35355	65.49678	3.755	77.09
6/2/2016	9:30:00	50151	15.02	NAN	NAN	182.0409	NAN	-27.90827	6.136877	279.2869	NAN	317.074	2.988981	61.98818	2.925	74.32
6/2/2016	10:00:00	50152	14.81	NAN	NAN	187.8513	NAN	-30.17862	6.957692	280.1077	NAN	318.8685	3.234271	61.27645	3.616	80.9
6/2/2016	10:30:00	50153	14.68	NAN	NAN	193.6832	NAN	-29.14037	6.873616	280.0236	NAN	319.4875	3.198626	61.84901	4.427	84.2
6/2/2016	11:00:00	50154	14.56	NAN	NAN	191.9489	NAN	-29.97346	7.049334	280.1993	NAN	319.5317	3.350638	58.44566	4.444	83.6
6/2/2016	11:30:00	50155	14.58	NAN	NAN	189.7947	NAN	-29.94688	7.04664	280.1966	NAN	319.5443	3.341624	59.28099	4.307	100.4
6/2/2016	12:00:00	50156	14.56	NAN	NAN	160.125	NAN	-30.55926	7.402164	280.5522	NAN	320.7311	3.485961	58.23416	4.078	104.7
6/2/2016	12:30:00	50157	14.52	NAN	NAN	131.4474	NAN	-23.41702	5.755366	278.9054	NAN	319.6954	3.233166	61.49726	4.168	104.9
6/2/2016	13:00:00	50158	14.67	NAN	NAN	140.0174	NAN	-26.81392	6.501106	279.6511	NAN	319.9775	3.707395	58.93098	3.708	92.3
6/2/2016	13:30:00	50159	14.56	NAN	NAN	104.157	NAN	-26.63754	6.555018	279.705	NAN	320.4204	3.928216	55.31519	3.254	89
6/2/2016	14:00:00	50160	14.76	NAN	NAN	105.4901	NAN	-22.84266	5.755092	278.9051	NAN	320.2498	3.91467	56.68635	3.72	102.4
6/2/2016	14:30:00	50161	14.73	NAN	NAN	72.80573	NAN	-21.34314	5.42333	278.5733	NAN	320.1206	3.964904	56.5794	3.565	102.9
6/2/2016	15:00:00	50162	14.73	NAN	NAN	70.39716	NAN	-20.88251	5.267608	278.4176	NAN	319.8174	3.967963	56.24748	3.669	102.4
6/2/2016	15:30:00	50163	14.43	NAN	NAN	50.63847	NAN	-17.8696	4.638668	277.7886	NAN	319.7617	3.718103	60.74868	3.989	94.4
6/2/2016	16:00:00	50164	14.29	NAN	NAN	44.08487	NAN	-14.21831	4.290096	277.4401	NAN	321.7204	3.5521	62.7264	2.996	81.1
6/2/2016	16:30:00	50165	14.32	NAN	NAN	54.06214	NAN	-14.1359	4.092574	277.2426	NAN	320.8475	3.348818	66.0974	3.106	85.3
6/2/2016	17:00:00	50166	14.31	NAN	NAN	34.40122	NAN	-13.15587	3.271722	276.4217	NAN	317.8801	2.862963	70.95334	3.274	102.5
6/2/2016	17:30:00	50167	13.97	NAN	NAN	9.770422	NAN	-10.96616	2.807752	275.9577	NAN	317.8508	2.655257	76.92331	1.352	219.1
6/2/2016	18:00:00	50168	13.76	NAN	NAN	0.9959511	NAN	-7.273837	1.909431	275.0594	NAN	317.2834	2.100936	83.46363	0.713	327.5
6/2/2016	18:30:00	50169	13.63	NAN	NAN	0.8435718	NAN	-4.045449	0.8363941	273.9864	NAN	315.4789	1.416363	88.35474	0.923	137.1
6/2/2016	19:00:00	50170	13.52	NAN	NAN	2.273567	NAN	-3.080429	-0.05181054	273.0982	NAN	312.3175	1.005669	84.70246	1.007	111.4
6/2/2016	19:30:00	50171	13.44	NAN	NAN	2.451862	NAN	-2.055743	-0.4879598	272.662	NAN	311.3322	0.9548316	88.64867	0.574	139
6/2/2016	20:00:00	50172	13.36	NAN	NAN	0.8987001	NAN	-0.7375855	0.2018083	273.3518	NAN	315.8359	0.8241802	94.755	0.78	32.04
6/2/2016	20:30:00	50173	13.29	NAN	NAN	0.8023967	NAN	-1.591958	0.1768789	273.3269	NAN	314.8652	0.9196213	92.00551	0.637	92
6/2/2016	21:00:00	50174	13.22	NAN	NAN	1.625524	NAN	-1.543545	-0.8133802	272.3366	NAN	310.3518	0.174178	90.44353	1.137	126.7
6/2/2016	21:30:00	50175	13.16	NAN	NAN	2.492552	NAN	-2.098879	-1.366718	271.7833	NAN	307.2681	-0.1843422	86.11383	1.354	115.7
6/2/2016	22:00:00	50176	13.1	NAN	NAN	2.234029	NAN	-3.263658	-1.355446	271.7945	NAN	306.1547	-0.2921237	83.80451	1.547	111.1
6/2/2016	22:30:00	50177	13.04	NAN	NAN	2.032826	NAN	-2.164386	-1.608932	271.541	NAN	306.1015	-0.4276994	89.28056	0.662	149.4
6/2/2016	23:00:00	50178	12.99	NAN	NAN	2.171976	NAN	-2.494904	-1.813144	271.3369	NAN	304.8451	-0.6223915	87.47029	1.412	127
6/2/2016	23:30:00	50179	12.93	NAN	NAN	2.479759	NAN	-3.301503	-2.106279	271.0437	NAN	302.7122	-0.6975466	84.13037	0.675	105.7
6/3/2016	0:00:00	50180	12.89	NAN	NAN	0.9173305	NAN	-0.475755	-1.446047	271.7039	NAN	308.5347	-0.8351508	94.69395	1.181	106
6/3/2016	0:30:00	50181	12.85	NAN	NAN	-0.1012485	NAN	-0.92872	-1.236384	271.9136	NAN	309.0338	-1.063326	96.36388	0.951	106.7
6/3/2016	1:00:00	50182	12.82	NAN	NAN	0.6294485	NAN	-0.1937207	-1.230771	271.9192	NAN	309.7941	-0.8755382	96.64857	0.542	86.1
6/3/2016	1:30:00	50183	12.8	NAN	NAN	-0.07563141	NAN	-0.04273252	-0.9168081	272.2332	NAN	311.3779	-0.798955	96.76298	1.372	61.74
6/3/2016	2:00:00	50184	12.79	NAN	NAN	0.9502721	NAN	-0.7634876	-1.176479	271.9735	NAN	309.4716	-0.8353255	95.61467	2.19	107.7
6/3/2016	2:30:00	50185	12.78	NAN	NAN	1.540685	NAN	-2.051161	-1.805454	271.3445	NAN	305.3234	-1.081472	90.84238	2.456	123.1
6/3/2016	3:00:00	50186	12.77	NAN	NAN	1.918842	NAN	-2.837439	-1.756414	271.3936	NAN	304.7596	-0.723313	83.90722	1.73	112.5
6/3/2016	3:30:00	50187	12.76	NAN	NAN	1.744402	NAN	-3.900054	-1.118699	272.0313	NAN	306.5985	-0.1230686	77.9806	1.514	119.4
6/3/2016	4:00:00	50188	12.76	NAN	NAN	1.41138	NAN	-5.64639	-1.312811	271.8372	NAN	303.9681	-0.4053152	76.12662	1.86	109.8
6/3/2016	4:30:00	50189	12.75	NAN	NAN	1.901764	NAN	-6.369994	-1.860126	271.2899	NAN	300.7567	-0.7579353	73.739	2.298	119.6
6/3/2016	5:00:00	50190	12.74	NAN	NAN	1.746842	NAN	-5.993948	-2.133207	271.0168	NAN	299.8982	-1.303048	76.37405	2.709	115
6/3/2016	5:30:00	50191	12.72	NAN	NAN	2.094502	NAN	-6.196215	-2.293622	270.8564	NAN	298.972	-1.329955	75.83119	2.475	111.7
6/3/2016	6:00:00	50192	12.71	NAN	NAN	1.799296	NAN	-7.332899	-2.173541	270.9764	NAN	298.377	-1.23429	74.18359	2.589	117.4
6/3/2016	6:30:00	50193	12.7	NAN	NAN	3.280208	NAN	-7.082202	-2.448931	270.701	NAN	297.3868	-1.573518	74.90929	2.202	115.6
6/3/2016	7:00:00	50194	12.7	NAN	NAN	7.516787	NAN	-7.842841	-2.418303	270.7317	NAN	296.764	-1.449372	73.81596	2.107	113.8
6/3/2016	7:30:00	50195	12.73	NAN	NAN	17.12076	NAN	-8.782957	-2.26821	270.8818	NAN	296.501	-1.497353	72.14253	2.297	115
6/3/2016	8:00:00	50196	14.54	NAN	NAN	94.86619	NAN	-14.8994	1.142436	274.2924	NAN	306.0919	0.5230132	63.89795	1.479	112.8
6/3/2016	8:30:00	50197	14.89	NAN	NAN	117.9677	NAN	-23.84042	4.543939	277.6939	NAN	313.3427	1.991356	59.97043	1.078	96.1
6/3/2016	9:00:00	50198	14.79	NAN	NAN	135.4936	NAN	-28.34567	6.139383	279.2894	NAN	316.6517	2.334923	60.1688	1.219	102.9
6/3/2016	9:30:00	50199	14.91	NAN	NAN	148.2691	NAN	-31.99586	7.278852	280.4288	NAN	318.6561	2.840029	62.45658	2.24	91.9
6/3/2016	10:00:00	50200	15.09	NAN	NAN	161.7238	NAN	-30.26404	7.028743	280.1787	NAN	319.137	2.71454	64.31571	2.964	97.6
6/3/2016	10:30:00	50201	14.96	NAN	NAN	170.0608	NAN	-31.99115	7.383675	280.5337	NAN	319.1845	2.812843	66.38058	3.032	111.4
6/3/2016	11:00:00	50202	14.83	NAN	NAN	166.8845	NAN	-35.88888	7.265672	280.4156	NAN	314.6985	2.728543	69.02406	2.51	111.9
6/3/2016	11:30:00	50203	14.58	NAN	NAN	121.651	NAN	-32.52393	7.134345	280.2843	NAN	317.4063	2.870929	67.59943	2.172	110
6/3/2016	12:00:00	50204	14.87	NAN	NAN	75.42549	NAN	-28.02873	6.265875	279.4159	NAN	317.6024	2.947186	67.51115	1.935	108.1
6/3/2016	12:30:00	50205	14.78	NAN	NAN	52.4805	NAN	-19.98882	4.483312	277.6333	NAN	316.8867	2.829931	70.2627	1.428	144.5
6/3/2016	13:00:00	50206	15.12	NAN	NAN	59.36826	NAN	-24.21361	5.461138	278.6111	NAN	317.438	3.866957	68.92413	0.589	238.3
6/3/2016	13:30:00	50207	14.83	NAN	NAN	85.69257	NAN	-34.39579	7.70629	280.8563	NAN	318.4091	3.887575	67.8145	1.086	139.6
6/3/2016	14:00:00	50208	14.88	NAN	NAN	67.96639	NAN	-26.50951	5.954425	279.1044	NAN	317.5661	3.057871	71.94564	1.741	171
6/3/2016	14:30:00	50209	14.9	NAN	NAN	73.61158	NAN	-30.60913	6.830975	279.981	NAN	317.8112	3.900265	67.93394	1.328	192.5
6/3/2016	15:00:00	50210	14.91	NAN	NAN	56.20457	NAN	-25.30324	5.728752	278.8787	NAN	317.6593	3.574618	68.00703	1.247	204.9
6/3/2016	15:30:00	50211	14.07	NAN	NAN	13.97287	NAN	-17.07272	3.941426	277.0914	NAN	317.2025	2.850976	71.97306	1.239	146.5
6/3/2016	16:00:00	50212	14.06	NAN	NAN	25.72679	NAN	-10.60993	2.379272	275.5293	NAN	316.1696	2.048868	77.2822	1.032	207.1
6/3/2016	16:30:00	50213	14.03	NAN	NAN	22.16755	NAN	-8.634452	1.830058	274.98	NAN	315.5475	1.516839	82.36938	0.664	283
6/3/2016	17:00:00	50214	14.02	NAN	NAN	24.18355	NAN	-6.010623	1.163178	274.3131	NAN	315.0393	1.035384	86.80815	0.936	161.6
6/3/2016	17:30:00	50215	14.03	NAN	NAN	26.08096	NAN	-5.800035	1.16871	274.3187	NAN	315.2745	1.061324	90.3324	0.825	269.5
6/3/2016	18:00:00	50216	13.78	NAN	NAN	1.169942	NAN	-3.344324	0.4450261	273.595	NAN	314.3552	0.7358958	92.80978	0.624	216.6
6/3/2016	18:30:00	50217	13.64	NAN	NAN	-0.1499386	NAN	-2.337253	0.1930018	273.343	NAN	314.1929	0.595301	93.70069	1.239	214.1
6/3/2016	19:00:00	50218	13.53	NAN	NAN	-0.1292176	NAN	-1.409217	0.02839372	273.1784	NAN	314.359	0.3275413	95.70629	1.047	208.4
6/3/2016	19:30:00	50219	13.44	NAN	NAN	0.1853061	NAN	-1.024922	-0.03445943	273.1155	NAN	314.4528	0.2565511	96.20783	0.539	96.1
6/3/2016	20:00:00	50220	13.37	NAN	NAN	0.2292103	NAN	-1.033576	-0.1188027	273.0312	NAN	314.0549	0.4485702	94.72373	0.623	164.3
6/3/2016	20:30:00	50221	13.29	NAN	NAN	0.3389907	NAN	-0.6350142	-0.5774438	272.5725	NAN	312.342	0.2097866	95.80588	0.607	109.4
6/3/2016	21:00:00	50222	13.22	NAN	NAN	1.388944	NAN	-0.7034191	-1.221545	271.9284	NAN	309.3271	0.574454	89.28445	0.102	86.9
6/3/2016	21:30:00	50223	13.16	NAN	NAN	2.049892	NAN	-1.352738	-1.169045	271.981	NAN	308.9155	0.4538837	85.23409	0.926	115.3
6/3/2016	22:00:00	50224	13.1	NAN	NAN	2.824242	NAN	-1.87105	-1.490455	271.6595	NAN	306.9333	0.2593873	80.21668	0.897	109.9
6/3/2016	22:30:00	50225	13.04	NAN	NAN	2.510844	NAN	-2.810847	-1.685078	271.4649	NAN	305.1093	0.1854637	78.21943	1.329	116.9
6/3/2016	23:00:00	50226	12.99	NAN	NAN	2.20964	NAN	-3.559836	-1.61248	271.5375	NAN	304.6916	-0.07731281	78.81609	1.758	115.5
6/3/2016	23:30:00	50227	12.93	NAN	NAN	2.232824	NAN	-4.006977	-1.484564	271.6654	NAN	304.824	-0.2212045	78.26138	1.518	115.4
6/4/2016	0:00:00	50228	12.89	NAN	NAN	2.362203	NAN	-4.702098	-1.74758	271.4024	NAN	302.9344	-0.2001013	77.17743	1.52	114.1
6/4/2016	0:30:00	50229	12.85	NAN	NAN	2.368652	NAN	-5.537385	-1.863239	271.2867	NAN	301.5751	-0.2008373	76.48604	1.61	113
6/4/2016	1:00:00	50230	12.82	NAN	NAN	2.422584	NAN	-6.389756	-1.991804	271.1582	NAN	300.1416	0.02927	74.08218	0.935	124.8
6/4/2016	1:30:00	50231	12.8	NAN	NAN	2.303097	NAN	-6.233247	-2.250062	270.8999	NAN	299.1314	-0.5406224	76.29217	1.614	110.8
6/4/2016	2:00:00	50232	12.79	NAN	NAN	2.145736	NAN	-7.327202	-2.145734	271.0042	NAN	298.5081	-0.7118348	76.3351	1.586	111.5
6/4/2016	2:30:00	50233	12.77	NAN	NAN	2.425085	NAN	-6.862842	-2.415147	270.7348	NAN	297.7584	-0.8883331	76.41451	1.001	106.1
6/4/2016	3:00:00	50234	12.77	NAN	NAN	2.243325	NAN	-7.065109	-2.694277	270.4557	NAN	296.3015	-1.231921	75.68481	1.671	112
6/4/2016	3:30:00	50235	12.76	NAN	NAN	2.439723	NAN	-8.067899	-2.538772	270.6112	NAN	295.9974	-1.089293	73.73034	1.712	113.9
6/4/2016	4:00:00	50236	12.75	NAN	NAN	2.388489	NAN	-9.016561	-2.342767	270.8072	NAN	295.9303	-0.7265117	70.6657	1.743	110
6/4/2016	4:30:00	50237	12.75	NAN	NAN	2.1128	NAN	-10.16464	-2.337211	270.8128	NAN	294.8073	-0.6532197	69.96159	1.619	115.9
6/4/2016	5:00:00	50238	12.73	NAN	NAN	2.128658	NAN	-9.740165	-2.786071	270.3639	NAN	293.2157	-1.026978	70.99552	1.531	112
6/4/2016	5:30:00	50239	12.72	NAN	NAN	2.02497	NAN	-9.760106	-2.794079	270.3559	NAN	293.159	-1.249905	71.72259	1.827	112.4
6/4/2016	6:00:00	50240	12.71	NAN	NAN	2.275042	NAN	-9.979466	-2.943787	270.2062	NAN	292.2695	-1.096039	70.46827	1.997	114
6/4/2016	6:30:00	50241	12.7	NAN	NAN	4.009685	NAN	-10.79139	-2.560707	270.5893	NAN	293.1751	-1.006845	68.02875	2.062	113.5
6/4/2016	7:00:00	50242	12.7	NAN	NAN	8.536591	NAN	-11.76569	-2.411122	270.7389	NAN	292.8734	-1.046545	66.69653	2.072	115.5
6/4/2016	7:30:00	50243	12.73	NAN	NAN	18.7078	NAN	-12.78272	-2.047425	271.1026	NAN	293.4975	-0.7564677	63.38755	2.002	113.2
6/4/2016	8:00:00	50244	14.74	NAN	NAN	116.6078	NAN	-19.09289	1.159055	274.309	NAN	301.9775	0.7777306	58.802	1.7	112.9
6/4/2016	8:30:00	50245	15.12	NAN	NAN	150.2094	NAN	-25.2378	3.993977	277.144	NAN	309.2854	1.691455	58.51722	1.407	111.9
6/4/2016	9:00:00	50246	14.56	NAN	NAN	170.0102	NAN	-30.50294	5.888566	279.0385	NAN	313.2552	2.237384	58.89171	1.207	115.5
6/4/2016	9:30:00	50247	14.92	NAN	NAN	174.8823	NAN	-41.26443	8.521544	281.6715	NAN	315.6637	3.33468	55.24075	0.566	108.2
6/4/2016	10:00:00	50248	14.41	NAN	NAN	175.1217	NAN	-42.11734	9.038946	282.1889	NAN	317.4199	2.922452	59.76241	1.049	111.1
6/4/2016	10:30:00	50249	14.48	NAN	NAN	100.8717	NAN	-33.98912	7.193475	280.3435	NAN	316.2879	2.762677	62.26813	1.207	110.9
6/4/2016	11:00:00	50250	14.66	NAN	NAN	68.76443	NAN	-20.27733	4.38882	277.5388	NAN	316.1498	2.774684	69.85865	2.994	112.6
6/4/2016	11:30:00	50251	14.78	NAN	NAN	83.43544	NAN	-20.16065	4.37472	277.5247	NAN	316.1921	3.062095	69.17236	2.619	126.7
6/4/2016	12:00:00	50252	14.76	NAN	NAN	83.54268	NAN	-22.1585	4.893458	278.0435	NAN	316.7127	3.062095	70.29569	3.086	123.2
6/4/2016	12:30:00	50253	14.83	NAN	NAN	61.40395	NAN	-21.80276	4.791317	277.9413	NAN	316.5707	3.071494	70.8724	1.554	138.9
