TIMESTAMP,u10,v10,WS,DIR
867819.0,-1.2393187131515913,-3.937872784513145,4.1282869255633186,17.469717510038212
867822.0,4.28510977930005,-0.4632373261647819,4.3100759437630805,276.1699400391468
867825.0,5.549767422103321,2.6953398681666703,6.169665748188313,244.0956760206519
867828.0,6.441868161118766,0.8788070284044931,6.501535756912269,262.2315991746156
867831.0,7.863488302731008,1.3599134848617094,7.980213842591945,260.1883036202666
867834.0,8.538976721729922,2.5720049491499184,8.917922006426002,253.2372978406563
867837.0,7.980752115070782,2.0780636393316096,8.246863210416365,255.40515388023024
867840.0,6.968944567625152,1.3260214502050731,7.093977817348745,259.2267825068253
867843.0,6.4272101845762935,1.0849668605170475,6.518142668363545,260.41832548057783
867846.0,5.4237495404395695,0.5154202426185507,5.448184753100743,264.5714701477434
867849.0,3.639751645416216,-0.4834923291252564,3.671723964656524,277.5666794383976
867852.0,3.5839699013518094,-1.168552627273589,3.7696625175874434,288.0585470080755
867855.0,1.174768590190521,-2.7929637557869067,3.0299715809950314,337.187540657163
867858.0,-1.4192860918119403,-3.835795591375705,4.089951201326014,20.305021884589266
867861.0,-3.669896240103984,-4.417174339716459,5.742783955589736,39.7206296678621
867864.0,-6.031866293517307,-5.262670304878452,8.0049428305716,48.896019684863404
867867.0,-5.817493386583654,-3.9593310549762233,7.037011560729718,55.76116668536643
867870.0,-4.337852087824127,-0.9902684923046582,4.449448552651382,77.14057152082374
867873.0,-2.526777652798709,0.8904386142629837,2.6790830954738105,109.41250141267464
867876.0,2.985435859200872,2.9730941166840714,4.213325989769114,225.1186750338889
867879.0,5.7785947225719125,6.003723866572128,8.332878088258806,223.9053614298024
867882.0,7.604123551132267,6.201661370750233,9.812405349267838,230.80049985949074
867885.0,8.6497258778286,7.076637389725986,11.175712706903557,230.7122241795316
867888.0,9.094758332298648,7.095288036016325,11.535065731800234,232.04037782658244
867891.0,7.9538791580762505,5.09886670461508,9.447890522900444,237.33793232091304
867894.0,5.991746131460358,3.3226433261900845,6.851348799830999,240.99002190748507
867897.0,1.4353548398344662,0.5075990038516347,1.5224651933451214,250.52436430765735
867900.0,-0.3669655258669771,-2.896244216426952,2.9193996400563926,7.221122159743032
